model,grouping,group,n_frames,n_bites,circular_rmse,circular_mae,delta_rmse,psi_dot_rmse,frame_circular_rmse,frame_circular_mae
R3_pose_velocity,take,trial_0019,6491,26,0.10084868997343836,0.07529404009405237,0.10038092851333347,0.5039033994629614,0.10038092851333347,0.07461855237406342
R3_pose_velocity,take,trial_0020,4567,19,0.1432328270484251,0.09911864618213323,0.13485575282271922,0.5166911459106687,0.13485575282271922,0.09177709985663142
StrongLocal,overall,overall,32216,127,0.11389407024933355,0.0860674842009063,0.11230825457690834,0.4278332555402884,0.11230825457690834,0.08488807091328371
StrongLocal,phase,transfer,18107,125,0.09361702403767454,0.07300964816998845,0.09210655088931095,0.3356790563214845,0.09210655088931095,0.0717062032266068
StrongLocal,phase,withdrawal,14109,127,0.13348192126670455,0.10085822417127586,0.13383884274820906,0.5231150074732989,0.13383884274820906,0.10180522154073132
StrongLocal,take,trial_0012,4327,15,0.14238925776747355,0.12443961200305152,0.14052058931113484,0.652239527297664,0.14052058931113484,0.12263472073233764
StrongLocal,take,trial_0013,2756,12,0.08772242739683192,0.06374113027074661,0.0848173324570168,0.3863022045752558,0.0848173324570168,0.06112824815763699
StrongLocal,take,trial_0014,4670,21,0.10114435783496367,0.07918569305317982,0.10102821698780759,0.4245950951936689,0.10102821698780759,0.07919220176806524
StrongLocal,take,trial_0015,5559,19,0.10695796892204061,0.07639834201971499,0.10665338534750804,0.26573699897815056,0.10665338534750804,0.07663092124561406
StrongLocal,take,trial_0017,3846,15,0.11916719179675563,0.09378669398384541,0.11575194465498162,0.3043059440221218,0.11575194465498162,0.08995511523167701
StrongLocal,take,trial_0019,6491,26,0.09686622275599527,0.07330721875093989,0.09661168548575783,0.41037596060765863,0.09661168548575783,0.07286715813351644
StrongLocal,take,trial_0020,4567,19,0.13799256185674844,0.09851718949720467,0.1307389536773795,0.4580961621302883,0.1307389536773795,0.09215617121177076
