parent_bite_id,phase,psi_range,delta_psi_range,rms_change_from_psi0,max_abs_change_from_psi0,total_abs_psi_travel,n_frames
trial_0017_bite_001,withdrawal,0.5517981870276345,0.5517981870276345,0.2727832302347354,0.5328669377360002,0.5800171721025809,129
trial_0017_bite_002,transfer,0.4174834379438872,0.4174834379438872,0.3472541904675346,0.4174834379438872,0.48727693112614157,167
trial_0017_bite_002,withdrawal,0.5047541634744057,0.5047541634744057,0.24265869964930864,0.44247652386798464,0.5770893340231034,90
trial_0017_bite_003,transfer,0.08647912417068682,0.08647912417068682,0.054555291457807555,0.07698082219616875,0.15313971923118075,119
trial_0017_bite_003,withdrawal,0.577005539363209,0.577005539363209,0.2629735806780292,0.5114453067777851,0.6510162977136873,100
trial_0017_bite_004,transfer,0.100405660956989,0.100405660956989,0.07078446729428887,0.09425031201396061,0.16315574598698568,103
trial_0017_bite_004,withdrawal,0.5851834194019245,0.44889334882477394,0.2248192248962088,0.415839603772739,0.46872911309664067,93
trial_0017_bite_005,transfer,0.18160196460445244,0.18160196460445244,0.14139198236854555,0.18160196460445244,0.27498665342892403,190
trial_0017_bite_005,withdrawal,0.15059788994960144,0.15059788994960144,0.03390679503094868,0.102702907144542,0.2246408874876633,79
trial_0017_bite_006,transfer,0.18768257883501605,0.08557708884185145,0.05583713611805673,0.08385929798286851,0.162739578627205,160
trial_0017_bite_006,withdrawal,0.7136682956361828,0.5196603286864252,0.3499938555350314,0.4715622257312644,0.5794811276004208,108
trial_0017_bite_007,transfer,0.21408210787491821,0.09568595019539128,0.031031889321147022,0.05855099016452403,0.2297520698780855,156
trial_0017_bite_007,withdrawal,0.23127622014352278,0.08148604767614387,0.03497618555777352,0.04808605402253496,0.09765809799859948,64
trial_0017_bite_008,transfer,0.030835327303561755,0.030835327303561755,0.01874218929111623,0.030835327303561755,0.06443983181276502,49
trial_0017_bite_008,withdrawal,0.43592020943884924,0.30538795859468637,0.14166263020047432,0.2510515415781529,0.331135348079302,74
trial_0017_bite_009,transfer,0.20413904902083368,0.20413904902083368,0.13257708520958103,0.20413904902083368,0.40200616658453825,233
trial_0017_bite_009,withdrawal,0.43716595478010367,0.16462225631347582,0.0757915586635024,0.12400044706045366,0.16854838835488106,70
trial_0017_bite_010,transfer,0.13195724923852392,0.06968593851630489,0.022084062858464194,0.05221679264346424,0.2571133068707381,178
trial_0017_bite_010,withdrawal,0.6087286729892476,0.20302384286432673,0.1360121962247104,0.1846549893374574,0.22789973448263723,73
trial_0017_bite_011,transfer,0.11512287433587431,0.04756899455405561,0.007691400577978758,0.029021557266338593,0.1254421341627996,120
trial_0017_bite_011,withdrawal,0.3670701368939886,0.11939782024163392,0.03256222020132604,0.07529452696017858,0.15299357134841962,71
trial_0017_bite_012,transfer,0.09701548530509463,0.09701548530509463,0.031456200842018125,0.06487821119397497,0.22153809546510272,176
trial_0017_bite_012,withdrawal,0.2767987265073151,0.09727327478810777,0.048488267921161524,0.08016355040670797,0.11269235695390822,68
trial_0017_bite_013,transfer,0.09132547997984641,0.04935801458610767,0.018959282210938157,0.03554779232536376,0.09698137834296272,90
trial_0017_bite_013,withdrawal,0.5212315356032176,0.3261189387002661,0.20480424467575334,0.29614008004800185,0.3897133899843399,79
trial_0017_bite_014,transfer,0.05806317961244689,0.05806317961244689,0.023193612596210056,0.04530977501289968,0.19720296584606567,232
trial_0017_bite_014,withdrawal,0.5849264619892955,0.5849264619892955,0.3495727651959778,0.5575174233527647,0.8198180163263271,149
trial_0017_bite_015,transfer,0.10430663897056158,0.10430663897056158,0.060685219072865976,0.10253053204118112,0.35511668579046596,332
trial_0017_bite_015,withdrawal,6.133571094704028,0.12070114035506707,0.04002414339475059,0.08580506194477255,0.2960139350915183,75
trial_0019_bite_001,transfer,0.19110312821855047,0.19110312821855047,0.11342214853273878,0.1685370934197672,0.24254712729705563,106
trial_0019_bite_001,withdrawal,0.5690175665564232,0.5690175665564232,0.2192381091153917,0.5078215263109036,0.6302136068019428,91
trial_0019_bite_002,transfer,0.1198408630317922,0.1198408630317922,0.07714476538635873,0.1198408630317922,0.2118875564922864,124
trial_0019_bite_002,withdrawal,0.3673837406577345,0.3673837406577345,0.11288159581249836,0.2087669675065329,0.527908880033841,102
trial_0019_bite_003,transfer,0.19110495111116155,0.19110495111116155,0.13637127967742846,0.19110495111116155,0.25110114928268024,115
trial_0019_bite_003,withdrawal,0.2403530459902643,0.2403530459902643,0.14052474459894457,0.2257389289642444,0.26375477300480066,93
trial_0019_bite_004,transfer,0.2595352594168685,0.2595352594168685,0.2047986066805233,0.2595352594168685,0.3012880025767357,113
trial_0019_bite_004,withdrawal,0.44381470642904297,0.44381470642904297,0.15405240162435302,0.26589975796781484,0.6217296548902711,90
trial_0019_bite_005,transfer,0.21482297694142405,0.21482297694142405,0.1775766610524882,0.2141619268236239,0.26227046414645505,128
