model,parent_bite_id,take,phase,circular_mae,circular_rmse,delta_rmse,n_frames_x,psi_range,delta_psi_range,rms_change_from_psi0,max_abs_change_from_psi0,total_abs_psi_travel,n_frames_y
R0_hold_psi0,trial_0014_bite_004,trial_0014,withdrawal,0.10843742892995742,0.12763153206112549,0.1276315320611255,95,0.23607604395443316,0.23607604395443316,0.1276315320611255,0.18786936709517832,0.2973326611229785,95
R0_hold_psi0,trial_0014_bite_005,trial_0014,transfer,0.23393953787753807,0.2627562955182271,0.2627562955182271,124,0.3584770672839732,0.3584770672839732,0.2627562955182271,0.3584770672839732,0.3628285846760777,124
R0_hold_psi0,trial_0014_bite_005,trial_0014,withdrawal,0.1639366227745282,0.20487132530614668,0.20487132530614668,62,0.3438763499392259,0.3438763499392259,0.20487132530614668,0.3108405194447852,0.37705907456513676,62
R0_hold_psi0,trial_0014_bite_006,trial_0014,transfer,0.16170720407740255,0.17895658170696796,0.17895658170696796,91,0.25601576311064145,0.25601576311064145,0.17895658170696796,0.25601576311064145,0.25958194666737056,91
R0_hold_psi0,trial_0014_bite_006,trial_0014,withdrawal,0.15189283489806346,0.2016952582614818,0.2016952582614818,81,0.33959797813349857,0.33959797813349857,0.2016952582614818,0.3240199943315356,0.41475447860666304,81
R0_hold_psi0,trial_0014_bite_007,trial_0014,transfer,0.1541345434654325,0.17224253662398242,0.17224253662398242,111,0.22868337481329393,0.22868337481329393,0.17224253662398242,0.22868337481329393,0.257876398157161,111
R0_hold_psi0,trial_0014_bite_007,trial_0014,withdrawal,0.12443944929784882,0.1584297693351281,0.1584297693351281,86,0.3061717159651489,0.3061717159651489,0.1584297693351281,0.2949945691368825,0.3173669644874968,86
R0_hold_psi0,trial_0014_bite_008,trial_0014,transfer,0.16487443716102637,0.18371814410508897,0.18371814410508897,94,0.2518891670999652,0.2518891670999652,0.18371814410508897,0.2518891670999652,0.25873714085217525,94
R0_hold_psi0,trial_0014_bite_008,trial_0014,withdrawal,0.13194197505699579,0.1866939016907544,0.1866939016907544,74,0.4507624184310344,0.4507624184310344,0.1866939016907544,0.3949479045424913,0.5065769323195775,74
R0_hold_psi0,trial_0014_bite_009,trial_0014,transfer,0.16000577493227253,0.18406382194679677,0.18406382194679677,114,0.27755302315644403,0.27755302315644403,0.18406382194679677,0.27755302315644403,0.28081786250510277,114
