grouping,group,condition,offset_rad,strategy,reference,support_bites,support_common_success_frames,psi_mae,psi_rmse,q_rms,elbow_mean,plane_mean
take,trial_0019,psi0_plus_025,0.25,H_star,shifted_HumanGT,26,6398,0.06393473966359678,0.0753201833652862,0.2534984485147445,0.019061914582641278,0.06393473971834547
take,trial_0019,psi0_plus_025,0.25,RobotSmooth,shifted_HumanGT,26,6402,0.10650108249325782,0.13235746122248152,0.3868993846936047,0.03209054612035101,0.10650108254801297
take,trial_0020,psi0_minus_025,-0.25,B0,shifted_HumanGT,19,4567,0.20917160261844012,0.256432499765853,0.5015870883425123,0.05622788564227271,0.20917160267757387
take,trial_0020,psi0_minus_025,-0.25,B2,shifted_HumanGT,19,4567,0.11018395329698338,0.1335104599524708,0.29725268716419717,0.030179444094185926,0.1101839533561245
take,trial_0020,psi0_minus_025,-0.25,B3,shifted_HumanGT,19,4567,0.10418983086652307,0.12924646888804134,0.288686733725388,0.028472754774168305,0.10418983092565372
take,trial_0020,psi0_minus_025,-0.25,StrongLocal,shifted_HumanGT,19,4567,0.11071758689099806,0.1353382312353062,0.3033808168549741,0.029510972473503146,0.11071758695013678
take,trial_0020,psi0_minus_025,-0.25,H_star,shifted_HumanGT,19,4567,0.10419438679426106,0.12759368274120594,0.2871703618234652,0.028642324453955897,0.1041943868533991
take,trial_0020,psi0_minus_025,-0.25,RobotSmooth,shifted_HumanGT,19,4567,0.17993246636989624,0.21937777813388196,0.4437244983344306,0.04740502339367139,0.1799324664290294
take,trial_0020,psi0_nominal,0.0,B0,shifted_HumanGT,19,4567,0.20917160261844012,0.256432499765853,0.6726744320383478,0.05575699105973514,0.20917160266501084
take,trial_0020,psi0_nominal,0.0,B2,shifted_HumanGT,19,4567,0.11018395329698338,0.1335104599524708,0.22857938195004088,0.02996224464151449,0.11018395334355598
take,trial_0020,psi0_nominal,0.0,B3,shifted_HumanGT,19,4567,0.10418983086652307,0.12924646888804134,0.2215448793235635,0.02826457942978134,0.10418983091309114
take,trial_0020,psi0_nominal,0.0,StrongLocal,shifted_HumanGT,19,4567,0.11071758689099806,0.1353382312353062,0.23379033615832046,0.029249546576728045,0.11071758693756173
take,trial_0020,psi0_nominal,0.0,H_star,shifted_HumanGT,19,4567,0.10419438679426106,0.12759368274120594,0.21932493011311885,0.02844707693977145,0.1041943868408292
take,trial_0020,psi0_nominal,0.0,RobotSmooth,shifted_HumanGT,19,4567,0.17031454579683816,0.20719323863895017,0.3603374102020431,0.04407234634934074,0.17031454584340489
take,trial_0020,psi0_plus_025,0.25,B0,shifted_HumanGT,19,4516,0.21033430113947818,0.25727795788229346,1.0103877235707721,0.05503090030506446,0.21033430115268148
take,trial_0020,psi0_plus_025,0.25,B2,shifted_HumanGT,19,4515,0.11070414777884803,0.13389357217847894,0.44910214521395797,0.02963507942686956,0.11070414779207007
take,trial_0020,psi0_plus_025,0.25,B3,shifted_HumanGT,19,4509,0.10474997888799284,0.12965947020267454,0.5005979537929938,0.027960914662897938,0.10474997890126721
take,trial_0020,psi0_plus_025,0.25,StrongLocal,shifted_HumanGT,19,4516,0.11149609182692717,0.1358670762284855,0.4309838007101266,0.028895482783751508,0.11149609184012342
take,trial_0020,psi0_plus_025,0.25,H_star,shifted_HumanGT,19,4510,0.10465818396696079,0.12796831137614376,0.4267233725915694,0.028144903882274624,0.1046581839801844
take,trial_0020,psi0_plus_025,0.25,RobotSmooth,shifted_HumanGT,19,4516,0.162097241497836,0.19359777419734384,0.36231056861571603,0.0399812246072434,0.1620972415110349
