grouping,group,strategy,condition,offset_rad,metric,value,nominal_value,delta_from_nominal
phase,withdrawal,H_star,psi0_minus_025,-0.25,min_jr_sigma,1.2336037381387623,1.2964266532008168,-0.06282291506205451
phase,withdrawal,H_star,psi0_plus_025,0.25,trajectory_frame_success_percent,94.24480827840385,95.06697852434617,-0.822170245942317
phase,withdrawal,H_star,psi0_plus_025,0.25,violations,15.0,3.0,12.0
phase,withdrawal,H_star,psi0_plus_025,0.25,travel,5.630576838901521,6.010376134171934,-0.3797992952704128
phase,withdrawal,H_star,psi0_plus_025,0.25,rms_velocity,1.1370480380019874,1.2074816796577748,-0.07043364165578736
phase,withdrawal,H_star,psi0_plus_025,0.25,min_margin,0.2353033857425566,0.32807785742669365,-0.09277447168413705
phase,withdrawal,H_star,psi0_plus_025,0.25,min_jp_sigma,0.2208175706812352,0.22935284195639832,-0.008535271275163125
phase,withdrawal,H_star,psi0_plus_025,0.25,min_jr_sigma,1.3174520318394296,1.2964266532008168,0.021025378638612757
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,trajectory_frame_success_percent,95.32213480756964,94.62754270323907,0.6945921043305674
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,violations,13.0,2.0,11.0
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,travel,6.237499459307572,5.7359861579216345,0.5015133013859376
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,rms_velocity,1.3076415276910462,1.171557918858022,0.13608360883302417
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,min_margin,0.43930659635588926,0.35583593314406714,0.08347066321182212
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,min_jp_sigma,0.23886947892886423,0.22991672947003286,0.008952749458831372
phase,withdrawal,HumanGT,psi0_minus_025,-0.25,min_jr_sigma,1.2279195862009362,1.2965986859797778,-0.06867909977884157
phase,withdrawal,HumanGT,psi0_plus_025,0.25,trajectory_frame_success_percent,93.30214756538379,94.62754270323907,-1.3253951378552813
phase,withdrawal,HumanGT,psi0_plus_025,0.25,violations,14.0,2.0,12.0
phase,withdrawal,HumanGT,psi0_plus_025,0.25,travel,5.345999444784799,5.7359861579216345,-0.3899867131368353
phase,withdrawal,HumanGT,psi0_plus_025,0.25,rms_velocity,1.1069610565776944,1.171557918858022,-0.06459686228032768
phase,withdrawal,HumanGT,psi0_plus_025,0.25,min_margin,0.26088949208663015,0.35583593314406714,-0.09494644105743699
phase,withdrawal,HumanGT,psi0_plus_025,0.25,min_jp_sigma,0.2211099958057985,0.22991672947003286,-0.008806733664234373
phase,withdrawal,HumanGT,psi0_plus_025,0.25,min_jr_sigma,1.31959724217035,1.2965986859797778,0.022998556190572117
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,trajectory_frame_success_percent,95.37174852930754,95.37174852930754,0.0
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,violations,0.0,0.0,0.0
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,travel,6.624629730485311,5.895537057928436,0.7290926725568747
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,rms_velocity,1.4189232015967392,1.2002104545113068,0.21871274708543242
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,min_margin,0.3601238651965774,0.26913666295341815,0.09098720224315926
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,min_jp_sigma,0.2358806951068335,0.2270009069626695,0.008879788144163986
phase,withdrawal,RobotSmooth,psi0_minus_025,-0.25,min_jr_sigma,1.2329159390593134,1.2977074244135576,-0.06479148535424417
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,trajectory_frame_success_percent,95.37174852930754,95.37174852930754,0.0
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,violations,0.0,0.0,0.0
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,travel,5.6789978853894,5.895537057928436,-0.21653917253903643
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,rms_velocity,1.1492400073104097,1.2002104545113068,-0.05097044720089716
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,min_margin,0.1861747016432705,0.26913666295341815,-0.08296196131014766
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,min_jp_sigma,0.2192429633005033,0.2270009069626695,-0.0077579436621662
phase,withdrawal,RobotSmooth,psi0_plus_025,0.25,min_jr_sigma,1.3136423652555262,1.2977074244135576,0.01593494084196867
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,trajectory_frame_success_percent,95.33631015663761,95.07406619888015,0.26224395775746245
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,violations,42.0,3.0,39.0
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,travel,6.389529138235543,5.90956262334527,0.47996651489027276
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,rms_velocity,1.3465205993066336,1.1994199084960513,0.1471006908105823
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,min_margin,0.412870317325223,0.32802147325040654,0.08484884407481647
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,min_jp_sigma,0.2380094283213629,0.22940218655838976,0.008607241762973145
phase,withdrawal,StrongLocal,psi0_minus_025,-0.25,min_jr_sigma,1.230787880837012,1.2956874361139987,-0.06489955527698665
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,trajectory_frame_success_percent,94.55666595789921,95.07406619888015,-0.5174002409809333
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,violations,11.0,3.0,8.0
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,travel,5.548243571276504,5.90956262334527,-0.36131905206876613
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,rms_velocity,1.1245675436899678,1.1994199084960513,-0.07485236480608348
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,min_margin,0.23530075873758546,0.32802147325040654,-0.09272071451282107
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,min_jp_sigma,0.22084811798677864,0.22940218655838976,-0.008554068571611118
phase,withdrawal,StrongLocal,psi0_plus_025,0.25,min_jr_sigma,1.3173530527236101,1.2956874361139987,0.021665616609611416
