condition,offset_rad,strategy,support_bites,source_runs,initial_success_runs,initial_state_success_percent,source_frames,success_frames,trajectory_frame_success_percent,complete_success_runs,complete_run_success_percent,JOINT_LIMIT,NO_VALID_BRANCH,other_failure_frames,violations,continuous_frame_percent,branch_changes,travel,rms_velocity,rms_acceleration,rms_jerk,min_margin,min_jp_sigma,min_jr_sigma,take
psi0_minus_025,-0.25,B3,15,55,55,100.0,3846,3743,97.32189287571502,52,94.54545454545455,0,103,0,2,99.94656692492653,2,4.615118776827142,0.8864585545329949,37.92217119431171,4980.539452843199,0.44282982911650315,0.22139857655140632,1.2643496235247669,trial_0017
psi0_minus_025,-0.25,StrongLocal,15,55,55,100.0,3846,3751,97.52990119604785,52,94.54545454545455,0,95,0,2,99.94668088509731,2,4.557128241451967,0.86709458095841,34.12415673455157,4338.096702359486,0.4452924734800258,0.22207624921619593,1.2599848821675532,trial_0017
psi0_minus_025,-0.25,H_star,15,55,55,100.0,3846,3750,97.50390015600624,52,94.54545454545455,0,96,0,2,99.94666666666667,2,4.594158020679535,0.8857549550547267,38.3796366928834,5092.859528198946,0.4533808812673859,0.22249150301800025,1.259574574591683,trial_0017
psi0_minus_025,-0.25,RobotSmooth,15,55,55,100.0,3846,3756,97.65990639625585,52,94.54545454545455,0,0,0,0,100.0,0,4.723127420792528,0.8928165741991598,38.55469365013618,5510.409043295006,0.4229460026756017,0.2228371714291842,1.25246358737722,trial_0017
psi0_nominal,0.0,HumanGT,15,55,55,100.0,3846,3728,96.931877275091,52,94.54545454545455,0,118,0,2,99.94635193133047,2,4.367541339130921,0.8481524184714146,32.21689166297321,3869.1099754287716,0.3627635424245272,0.21192487007749297,1.3187518550027177,trial_0017
psi0_nominal,0.0,B0,15,55,55,100.0,3846,3738,97.19188767550702,52,94.54545454545455,0,108,0,1,99.97324772605671,1,4.547689635126668,0.852809326998054,27.407223949380228,3422.531662687947,0.3248842676922071,0.2112725026311839,1.314156572895617,trial_0017
psi0_nominal,0.0,B2,15,55,55,100.0,3846,3732,97.03588143525741,52,94.54545454545455,0,114,0,2,99.94640943193998,2,4.317728006559672,0.8136497507050088,28.024578767967473,3548.6107383911276,0.35618531571704815,0.21066316981150796,1.323461658068852,trial_0017
psi0_nominal,0.0,B3,15,55,55,100.0,3846,3732,97.03588143525741,52,94.54545454545455,0,114,0,2,99.94640943193998,2,4.53568613203129,0.8559492111941424,35.14120232575093,4878.084346365591,0.34662972950109155,0.21023083236617668,1.322846184916289,trial_0017
psi0_nominal,0.0,StrongLocal,15,55,55,100.0,3846,3734,97.08788351534061,52,94.54545454545455,0,112,0,2,99.94643813604714,2,4.499547886689824,0.8702227913331215,34.776775579419535,4630.296253695023,0.3527472854684936,0.21071467404026747,1.3236322465269548,trial_0017
psi0_nominal,0.0,H_star,15,55,55,100.0,3846,3733,97.06188247529902,52,94.54545454545455,0,113,0,2,99.9464237878382,2,4.471876652871886,0.8341928550034754,36.543519516917826,5009.603907780383,0.35855089562081016,0.2112108603341115,1.3208906943732563,trial_0017
psi0_nominal,0.0,RobotSmooth,15,55,55,100.0,3846,3756,97.65990639625585,52,94.54545454545455,0,0,0,0,100.0,0,4.722769394445047,0.923869827745247,47.728487891502894,7041.652400907537,0.33120428339740954,0.2123681405880499,1.310827840082871,trial_0017
psi0_plus_025,0.25,HumanGT,15,55,55,100.0,3846,3717,96.64586583463338,52,94.54545454545455,0,129,0,1,99.97309658326607,1,4.31124540139323,0.8130021938322681,27.779236220631397,3549.9648106206664,0.2559205696671674,0.2005995343476273,1.3429883686186062,trial_0017
psi0_plus_025,0.25,B0,15,55,55,100.0,3846,3726,96.8798751950078,52,94.54545454545455,0,120,0,10,99.73161567364465,10,4.593672533218337,0.8917047427483534,27.362327851931152,3292.8191177840226,0.2285866923396938,0.20012077161958827,1.3424514034146102,trial_0017
psi0_plus_025,0.25,B2,15,55,55,100.0,3846,3721,96.7498699947998,52,94.54545454545455,0,125,0,1,99.9731255038968,1,4.366538718388288,0.8471163053892832,29.458569634829537,3463.3062524502952,0.2492924062230282,0.1993921607630717,1.3471593602271428,trial_0017
psi0_plus_025,0.25,B3,15,55,55,100.0,3846,3721,96.7498699947998,52,94.54545454545455,0,125,0,1,99.9731255038968,1,4.547480696714661,0.8756798268566871,35.46821009540387,4602.856507178634,0.23960129638565544,0.1992586643297152,1.346816799567671,trial_0017
psi0_plus_025,0.25,StrongLocal,15,55,55,100.0,3846,3722,96.77587103484139,52,94.54545454545455,0,124,0,1,99.97313272434175,1,4.496266646931356,0.873995678925237,32.75408745821793,4039.4531352783797,0.24536079007831452,0.19963341860959438,1.3458559692219478,trial_0017
psi0_plus_025,0.25,H_star,15,55,55,100.0,3846,3721,96.7498699947998,52,94.54545454545455,0,125,0,1,99.9731255038968,1,4.478091189760523,0.8651408422928231,36.07034214910962,4685.08624729996,0.2527129027771148,0.19995008073727083,1.3462716034624287,trial_0017
psi0_plus_025,0.25,RobotSmooth,15,55,55,100.0,3846,3756,97.65990639625585,52,94.54545454545455,0,0,0,1,99.97337593184238,0,4.716215176215163,0.8901888611282103,45.002711075391176,6938.265970053882,0.2401707064115032,0.20065475881173236,1.3435304007000737,trial_0017
psi0_minus_025,-0.25,HumanGT,26,56,56,100.0,6491,6484,99.89215837313203,54,96.42857142857143,7,0,0,1,99.98457742134485,1,5.940807814966945,1.0282336654361062,30.068484880976598,4239.589561332985,0.4971211165276975,0.2698213617932041,1.215598479548131,trial_0019
psi0_minus_025,-0.25,B0,26,56,56,100.0,6491,6440,99.21429671853335,52,92.85714285714286,51,0,0,5,99.9223602484472,5,6.087012932190126,1.0919747149806782,28.597819176812685,3918.3116450787065,0.47418979210822026,0.26878581165953463,1.2060758495179915,trial_0019
psi0_minus_025,-0.25,B2,26,56,56,100.0,6491,6488,99.95378215991373,55,98.21428571428571,3,0,0,0,100.0,0,5.90364674475323,1.0480241033409408,28.884599145579237,3958.236325163925,0.49901586916381524,0.2699047029223288,1.2210576305880485,trial_0019
psi0_minus_025,-0.25,B3,26,56,56,100.0,6491,6487,99.9383762132183,55,98.21428571428571,4,0,0,0,100.0,0,6.172486316016386,1.0907905875162236,41.69952805431166,6289.365636266202,0.4925012491302981,0.26973669108354187,1.2160393496348292,trial_0019
psi0_minus_025,-0.25,StrongLocal,26,56,56,100.0,6491,6487,99.9383762132183,55,98.21428571428571,4,0,0,0,100.0,0,6.082487333937208,1.0743788130121843,36.62892157453981,5457.862426802194,0.4960749976188872,0.26997828899047194,1.2131930982351877,trial_0019
psi0_minus_025,-0.25,H_star,26,56,56,100.0,6491,6487,99.9383762132183,55,98.21428571428571,4,0,0,0,100.0,0,6.159005627677972,1.0800506529052147,42.53953776816612,6604.573068166839,0.49482256207230413,0.2699030276495401,1.2158338046928934,trial_0019
psi0_minus_025,-0.25,RobotSmooth,26,56,56,100.0,6491,6491,100.0,56,100.0,0,0,0,0,100.0,0,6.188975894700458,1.1100851077028078,38.00167017569323,5493.338149222336,0.4842474387013346,0.26944528114910987,1.1971256228675196,trial_0019
psi0_nominal,0.0,HumanGT,26,56,56,100.0,6491,6438,99.1834848251425,52,92.85714285714286,53,0,0,2,99.96893445169307,2,5.488589649817187,0.9434417808547468,26.550386365129945,3688.723555149711,0.38674015323992256,0.26350414374454717,1.2949596713427118,trial_0019
psi0_nominal,0.0,B0,26,56,56,100.0,6491,6411,98.76752426436605,51,91.07142857142857,80,0,0,6,99.90641085634067,10,5.639040112005895,0.9991244184440515,25.023958415453265,3375.171175558809,0.37532514405203454,0.2630872557157046,1.2871797676092152,trial_0019
psi0_nominal,0.0,B2,26,56,56,100.0,6491,6450,99.3683561854876,53,94.64285714285714,41,0,0,2,99.96899224806202,2,5.438759664756846,0.9452278582696623,25.088774815174204,3401.6319991253176,0.3931111773168986,0.2632321516658831,1.2989329219361119,trial_0019
psi0_nominal,0.0,B3,26,56,56,100.0,6491,6450,99.3683561854876,53,94.64285714285714,41,0,0,2,99.96899224806202,2,5.673104969824541,0.9831781457986969,36.387774541850966,5450.051206709706,0.38053958192641457,0.263084788062416,1.2957177179973316,trial_0019
psi0_nominal,0.0,StrongLocal,26,56,56,100.0,6491,6449,99.35295023879218,53,94.64285714285714,42,0,0,2,99.96898743991316,3,5.589359615678331,0.9693120363883718,31.71726607651421,4682.688542225916,0.38653142139358043,0.26338378359537623,1.2940119691933276,trial_0019
psi0_nominal,0.0,H_star,26,56,56,100.0,6491,6448,99.33754429209675,53,94.64285714285714,43,0,0,3,99.95347394540943,3,5.664787836966839,0.9770395716997632,37.37230795032222,5772.601789502138,0.38179315655349255,0.26332487075519706,1.2956249129674882,trial_0019
psi0_nominal,0.0,RobotSmooth,26,56,56,100.0,6491,6491,100.0,56,100.0,0,0,0,0,100.0,0,5.6867455033531975,0.9783790141715156,36.16396187917822,5498.95291067459,0.383896849763057,0.263343849950683,1.2855244349785102,trial_0019
psi0_plus_025,0.25,HumanGT,26,56,56,100.0,6491,6402,98.62887074410723,50,89.28571428571429,89,0,0,11,99.82817869415807,11,5.117982850832709,0.89143215772388,24.198126984518886,3320.6320456518547,0.26571320161007705,0.2565119097090941,1.3337997209218504,trial_0019
psi0_plus_025,0.25,B0,26,56,56,100.0,6491,6380,98.28993991680788,50,89.28571428571429,111,0,0,12,99.81191222570533,15,5.279015598949661,0.9470029442062875,22.62797352652134,3003.0210012014045,0.26362298701129955,0.2563489869999057,1.3321471151029518,trial_0019
psi0_plus_025,0.25,B2,26,56,56,100.0,6491,6419,98.89077183792944,51,91.07142857142857,72,0,0,3,99.9532637482474,4,5.0749609897043495,0.8841650846662219,22.68272880031042,3020.2890071119514,0.26748305393542543,0.2558788310233981,1.3364353725845288,trial_0019
psi0_plus_025,0.25,B3,26,56,56,100.0,6491,6418,98.87536589123401,51,91.07142857142857,73,0,0,8,99.87535057650358,9,5.282654202291109,0.9199689656053701,33.38115534560805,4978.895401085296,0.2564578107420605,0.25570617616532515,1.3361401871396767,trial_0019
psi0_plus_025,0.25,StrongLocal,26,56,56,100.0,6491,6418,98.87536589123401,51,91.07142857142857,73,0,0,4,99.9376752882518,4,5.208261108903041,0.9065782757625147,28.78940301747638,4217.1921628315895,0.2620701992548957,0.2559875838516994,1.3349212603184821,trial_0019
psi0_plus_025,0.25,H_star,26,56,56,100.0,6491,6416,98.84455399784316,51,91.07142857142857,75,0,0,6,99.9064837905237,7,5.281478549134961,0.9155023385383934,34.26131094732153,5273.548665251131,0.258126282323167,0.25594882860360196,1.3358287509798115,trial_0019
psi0_plus_025,0.25,RobotSmooth,26,56,56,100.0,6491,6491,100.0,56,100.0,0,0,0,0,100.0,1,5.408320442135004,0.9321648154756634,37.404148612517,5762.282521748126,0.2671073971231984,0.2559642473166569,1.3285729383758098,trial_0019
psi0_minus_025,-0.25,HumanGT,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,4,99.91241515217867,4,4.782746444502986,0.9989971901429516,34.094146636044705,4531.980037921877,0.3918316718456547,0.23538421980939347,1.2889608077956336,trial_0020
psi0_minus_025,-0.25,B0,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.822875925329862,1.005673276154048,29.691220548692435,3758.153980880143,0.2746876309128997,0.22750561674897038,1.2959454613485435,trial_0020
psi0_minus_025,-0.25,B2,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.600535404929079,0.954985087761083,30.064871764316564,3843.5246107333746,0.31929541854847454,0.23058950571747316,1.3036179553631673,trial_0020
psi0_minus_025,-0.25,B3,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.963159020922084,1.0107332787893861,42.02141069674056,6030.914431165431,0.3109643362212134,0.2298937766583145,1.2995091865202508,trial_0020
psi0_minus_025,-0.25,StrongLocal,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.886702531373527,1.001627205084402,40.53178803846652,5856.820702047652,0.32137025474858033,0.23068759141026726,1.2941919069525405,trial_0020
psi0_minus_025,-0.25,H_star,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.908387851038092,0.9959874368536543,45.45197224906136,6889.211636508193,0.317296035533453,0.23057083960792665,1.3004260606219038,trial_0020
psi0_minus_025,-0.25,RobotSmooth,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.800702888844001,0.9966016346601932,36.76476187404393,5133.336638841892,0.3000378055439266,0.2290233592175428,1.2963073455602756,trial_0020
psi0_nominal,0.0,HumanGT,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.521370747453196,0.9109990011072079,31.03829840166165,4079.5373796062463,0.2605342563292737,0.2221280002187667,1.34567817723279,trial_0020
psi0_nominal,0.0,B0,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,11,99.75914166849135,9,4.626296087973005,0.9582914644190949,27.680797117198626,3455.515242731921,0.18844009930569602,0.21756133546187226,1.3347918978001028,trial_0020
psi0_nominal,0.0,B2,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.387160472686053,0.8904936627432626,27.774432538876777,3498.8281139691544,0.21047613756563596,0.21893937657181758,1.3439466628810894,trial_0020
psi0_nominal,0.0,B3,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.701734750623659,0.9403135207266424,38.308765975638586,5429.039927393278,0.202964169107093,0.21838319877883902,1.343860161009173,trial_0020
psi0_nominal,0.0,StrongLocal,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.6284287136518385,0.9292573716146193,36.62311459298734,5222.096359412828,0.21112797023580165,0.21899632965306717,1.3412952302980428,trial_0020
psi0_nominal,0.0,H_star,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.649319223695088,0.9270745687975603,41.78687815863492,6286.017746442081,0.20810332667666653,0.218942469691447,1.3425872407571187,trial_0020
psi0_nominal,0.0,RobotSmooth,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,0,4.579724468597407,0.9379759121790461,36.61354376757828,5153.361013833948,0.2080352670891947,0.2183854508803582,1.3378020733804035,trial_0020
psi0_plus_025,0.25,HumanGT,19,37,37,100.0,4567,4516,98.88329319027808,34,91.89189189189189,51,0,0,2,99.95571302037202,2,4.294440490192018,0.8645191590317135,28.93023174139492,3755.1882875160572,0.14971401465884907,0.20976982379886877,1.349531069254087,trial_0020
psi0_plus_025,0.25,B0,19,37,37,100.0,4567,4540,99.40880227720605,35,94.5945945945946,27,0,0,14,99.69162995594714,17,4.528050423909919,0.9494260009342823,26.22307877365791,3229.1677414967794,0.1114467735963105,0.20779190516821747,1.3430601897369132,trial_0020
psi0_plus_025,0.25,B2,19,37,37,100.0,4567,4526,99.10225530983139,34,91.89189189189189,41,0,0,9,99.80114891736633,8,4.214077480338619,0.8654062190284875,26.16541269390973,3248.6871281527415,0.12332576854942108,0.20806092360014442,1.3456712567313478,trial_0020
psi0_plus_025,0.25,B3,19,37,37,100.0,4567,4513,98.81760455441209,33,89.1891891891892,54,0,0,8,99.8227343230667,9,4.46195088371356,0.9085252381087457,35.67403132315342,5008.447817455475,0.11821710457036257,0.20767280380683042,1.3453741212973473,trial_0020
psi0_plus_025,0.25,StrongLocal,19,37,37,100.0,4567,4526,99.10225530983139,34,91.89189189189189,41,0,0,7,99.84533804684048,8,4.405883477365268,0.8965658741901571,33.79804865948003,4758.55328907743,0.1235427175992699,0.20806109557646088,1.3458483384744147,trial_0020
psi0_plus_025,0.25,H_star,19,37,37,100.0,4567,4516,98.88329319027808,33,89.1891891891892,51,0,0,8,99.82285208148804,8,4.415607146073147,0.8958944748308999,39.10370481203144,5825.313139941703,0.12187804393763604,0.2080943520153784,1.3460003167139578,trial_0020
psi0_plus_025,0.25,RobotSmooth,19,37,37,100.0,4567,4567,100.0,37,100.0,0,0,0,0,100.0,1,4.51996108345216,0.9344000530946043,47.33325403092263,7208.990308468953,0.13044997579173878,0.20791239420740312,1.3457628552007872,trial_0020
