record_id,parent_bite_id,take,phase,run_id,strategy,source_frames,SUCCESS_EXACT,success_percent,first_psi0_rad,first_raw_prediction_correction_abs_rad,first_target_position_equal,first_target_rotation_equal,first_target_psi_equal,first_status_equal,support_frames,support_runs,joint_step_support_values,total_wrapped_joint_travel_rad,max_wrapped_joint_step_rad,velocity_support_values,rms_joint_velocity_rad_s,max_joint_velocity_rad_s,acceleration_support_values,rms_joint_acceleration_rad_s2,max_joint_acceleration_rad_s2,jerk_support_values,rms_joint_jerk_rad_s3,max_joint_jerk_rad_s3,branch_changes,joint_limit_margin_support_frames,joint_limit_margin_rad_count,joint_limit_margin_rad_mean,joint_limit_margin_rad_median,joint_limit_margin_rad_p05,joint_limit_margin_rad_p95,joint_limit_margin_rad_min,joint_limit_margin_rad_max
trial_0012_bite_001_withdrawal,trial_0012_bite_001,trial_0012,withdrawal,0,B3,102,102,100.0,-2.8138901376555507,0.006047781353157422,True,True,True,True,102,1,707,5.675147655532886,0.02526041638092824,707,0.9892709031250714,2.526041638092822,700,37.009967700021726,152.33231058776803,693,6197.635192439236,24059.607371371272,0,102,102,0.6509512703348534,0.6399556136367668,0.3566407278936223,0.9345747808417019,0.3259060518722805,0.967552055390426
trial_0012_bite_001_withdrawal,trial_0012_bite_001,trial_0012,withdrawal,0,StrongLocal,102,102,100.0,-2.8138901376555507,0.14382175053780166,True,True,True,True,102,1,707,5.88817838705037,0.02520982399400218,707,1.0212166883145506,2.5209823994002156,700,50.050756100800825,201.23671919691316,693,8672.381015031331,38024.256822382005,0,102,102,0.6769583962585032,0.6712819176662945,0.36001400612725776,0.9624345910005949,0.3259060518722805,0.9948274578472107
trial_0012_bite_001_withdrawal,trial_0012_bite_001,trial_0012,withdrawal,0,H_star,102,102,100.0,-2.8138901376555507,0.12684220108000233,True,True,True,True,102,1,707,6.030453426301122,0.03133848093719216,707,1.0430632474698915,3.1338480937192132,700,67.84987632185721,337.6688017643571,693,11948.160651306705,57043.73176521297,0,102,102,0.6790878389864423,0.6780407575846237,0.35753960331562207,0.9607609218459957,0.3259060518722805,0.99892139824704
trial_0012_bite_001_withdrawal,trial_0012_bite_001,trial_0012,withdrawal,0,HumanGT,102,102,100.0,-2.8138901376555507,0.0,True,True,True,True,102,1,707,6.08850117770282,0.025245494579980488,707,1.0410376179587453,2.5245494579980465,700,31.14716945372899,151.94384218682328,693,4771.475009978823,22408.604024106207,0,102,102,0.6600705989826791,0.6529418810264378,0.3593628448527899,0.9524994349845125,0.3259060518722805,0.9863954233869379
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,B0,188,188,100.0,-3.1042825709570723,0.0,True,True,True,True,188,1,1309,7.064236507784458,0.03316420041446877,1309,0.6839134025031336,3.316420041446874,1302,42.10993039338681,354.09092587575344,1295,7082.590059090512,50961.91329151031,0,188,188,0.54347284320724,0.5894312100048743,0.15770884303505966,0.8265031424532641,0.15074582313179175,0.8426483526030826
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,B1,188,188,100.0,-3.1042825709570723,0.1600304677440656,True,True,True,True,188,1,1309,7.346686143296926,0.03233048420488416,1309,0.6965608263026132,3.233048420488413,1302,38.34182910601349,284.8050366100536,1295,6418.718824181732,41266.41640568652,0,188,188,0.5546672061610706,0.6001175571640633,0.16059978114647255,0.8468933699099411,0.15337494802010365,0.866489353859599
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,B2,188,188,100.0,-3.1042825709570723,0.004163975852544244,True,True,True,True,188,1,1309,18.194199674571912,2.2739370553168894,1309,9.85316978976081,227.39370553168874,1302,1517.1980099404493,25553.650480724224,1295,266990.3683908503,5107434.572414948,3,188,188,0.49610832066869226,0.5524616644282184,0.03338644260971293,0.7629862884853645,0.0011552091871527281,0.7831552844907552
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,B3,188,188,100.0,-3.1042825709570723,0.006047781353157422,True,True,True,True,188,1,1309,17.05364216000976,1.9603006593498302,1309,8.619063012793527,196.03006593498284,1302,1293.278687058451,21376.07801429232,1295,225679.02426474853,4268562.587731198,3,188,188,0.4902882597217685,0.537316742654626,0.03326250980221594,0.7600062202727367,0.0012046332676467486,0.7786096105084894
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,StrongLocal,188,187,99.46808510638297,-3.1042825709570723,0.01210959791787003,True,True,True,True,187,2,1295,17.067830132351094,1.8430338124737917,1295,8.375197461125586,184.303381247379,1281,1003.8352769462705,20820.585188042118,1267,137927.3678324622,2417833.898025574,3,187,187,0.48329599817362695,0.5321412125701199,0.033593823655684044,0.7448981463828666,0.0010663462958309111,0.7631752897120165
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,H_star,188,187,99.46808510638297,-3.1042825709570723,0.0060613803161468915,True,True,True,True,187,2,1295,13.241383787366,0.8875448849247389,1295,4.051257687656253,88.75448849247381,1281,532.6899059419848,9078.12150112696,1267,91356.19265427532,1747054.866394488,2,187,187,0.48206107113120467,0.5328653365597287,0.03328680343991799,0.7381692001864502,0.0012467220398724166,0.759951605732752
trial_0012_bite_002_transfer,trial_0012_bite_002,trial_0012,transfer,0,HumanGT,188,188,100.0,-3.1042825709570723,0.0,True,True,True,True,188,1,1309,8.555302377113893,0.13082550791673508,1309,1.1517245150570417,13.082550791673496,1302,136.69281761478612,2396.5625972938965,1295,23485.5378843476,343410.15964745474,0,188,188,0.5102741077906982,0.5593358210964522,0.14567563789591587,0.7665452504478386,0.13661783981581355,0.7885980536576211
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,B0,113,113,100.0,-2.9648357083929904,0.0,True,True,True,True,113,1,784,7.664490026656777,0.04563988008755437,784,1.3469218662705114,4.563988008755433,777,37.44709425334048,221.1807223297054,770,5834.150540488717,31796.333354927072,0,113,113,0.5154401316005237,0.42884393504280416,0.33369440678159973,0.8830531671374267,0.31567478174591734,0.963097103140937
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,B1,113,113,100.0,-2.9648357083929904,0.07840629547068945,True,True,True,True,113,1,784,7.666839553663875,0.04566786962086855,784,1.3651868130829619,4.566786962086851,777,38.33221859105364,226.88222344904713,770,5984.862565889286,34052.659525902665,0,113,113,0.52215265194714,0.4275628744229589,0.33826453802534023,0.8950338085572899,0.32553580552414285,0.9779299320447525
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,B2,113,113,100.0,-2.9648357083929904,0.004163975852544244,True,True,True,True,113,1,784,7.411608216775129,0.04568865471990602,784,1.3506975736921165,4.5688654719905974,777,39.29166553198467,203.73441493864738,770,6158.501099585679,35512.86804536682,0,113,113,0.5199306949746229,0.4241901056909425,0.33758049186312106,0.8972337505771758,0.32553580552414285,0.9772222299362476
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,B3,113,113,100.0,-2.9648357083929904,0.006047781353157422,True,True,True,True,113,1,784,7.717201291871399,0.0455801347542133,784,1.377287300220594,4.558013475421325,777,48.830053489590945,276.2426463094454,770,8009.057991257315,42598.02113126054,0,113,113,0.5204715008065405,0.42327072159926704,0.33766690632263197,0.8987815923484344,0.32553580552414285,0.977064658048461
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,StrongLocal,113,113,100.0,-2.9648357083929904,0.16976829558619277,True,True,True,True,113,1,784,8.199113969823088,0.047702609871208335,784,1.4401239747898626,4.770260987120829,777,70.94396962214547,460.37195522833497,770,12212.489216456981,86200.1165309054,0,113,113,0.5222112138464855,0.42445311654162365,0.3389064198148411,0.9038416766928795,0.32553580552414285,0.9775496523710538
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,H_star,113,113,100.0,-2.9648357083929904,0.15407106999278763,True,True,True,True,113,1,784,8.504499585826883,0.04823999566435555,784,1.4730605378909105,4.823999566435551,777,81.72668198822707,558.966453719324,770,13913.723432771216,85201.86834817499,0,113,113,0.5204403028750642,0.4206358344192598,0.3386246321820833,0.9033515230362246,0.32553580552414285,0.9776751010250946
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,0,HumanGT,113,113,100.0,-2.9648357083929904,0.0,True,True,True,True,113,1,784,7.735900332101464,0.045526775483840425,784,1.35823766232008,4.552677548384039,777,39.145702437680114,223.7185286740924,770,6156.382974323601,31571.790271975347,0,113,113,0.5219760993143332,0.42820744464407623,0.33710460873640324,0.8900159689802614,0.32553580552414285,0.9686902698780804
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,B0,146,146,100.0,-3.0195359416469416,0.0,True,True,True,True,146,1,1015,5.998722163313667,0.01874460271427747,1015,0.7398008507254451,1.8744602714277556,1008,26.09364570362035,136.1040582003079,1001,4400.361051980602,25716.977507581545,0,146,146,0.6006395709547749,0.5568080670510943,0.39003745646642857,0.9185563585836449,0.3806677727266079,0.9503739266462956
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,B1,146,146,100.0,-3.0195359416469416,0.16003046774406515,True,True,True,True,146,1,1015,6.275625600927398,0.019498159006801075,1015,0.7705852374278984,1.9498159006801166,1008,26.62585480666976,138.97186224377273,1001,4498.107027559301,26421.988064925834,0,146,146,0.6169233567692112,0.5735451643070681,0.3959914047208489,0.9444001615041839,0.3901997791826908,0.9785946738445528
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,B2,146,146,100.0,-3.0195359416469416,0.004163975852544244,True,True,True,True,146,1,1015,5.505497300398997,0.017010605436251325,1015,0.671396639228093,1.7010605436251405,1008,24.387082250445644,125.17481358865523,1001,4087.9446250422134,22891.59324499662,0,146,146,0.5488436372263964,0.5083683586849841,0.34469875524574367,0.8349918434235866,0.33458697171988483,0.8632172173356087
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,B3,146,146,100.0,-3.0195359416469416,0.006047781353157422,True,True,True,True,146,1,1015,5.637955176686681,0.019765363821360182,1015,0.6892618162391521,1.9765363821360276,1008,36.41733554449539,195.29320860443863,1001,6495.77581741989,38822.532559405496,0,146,146,0.5368626341727314,0.4921773476021323,0.34485597998437845,0.8184691320151605,0.3346892957047407,0.8492588382130497
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,StrongLocal,146,146,100.0,-3.0195359416469416,0.008327527658778422,True,True,True,True,146,1,1015,5.722235376624674,0.02167157609172543,1015,0.6933337378084343,2.1671576091725533,1008,47.43226351889564,244.58128841706244,1001,8612.37529962069,48913.88779337046,0,146,146,0.5307070905256298,0.49049620808106864,0.3430016554283386,0.799421540346547,0.3334224576743994,0.8261784717814482
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,H_star,146,146,100.0,-3.0195359416469416,0.0028787350366998865,True,True,True,True,146,1,1015,6.067227688440166,0.02261905727582514,1015,0.7324055449555011,2.2619057275825116,1008,63.49006552800996,314.37734421392025,1001,11580.244691637272,62557.06730891379,0,146,146,0.5264029371868811,0.48382923869796424,0.3417665194006678,0.787199720401489,0.33438198103321426,0.8135175248734914
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,0,HumanGT,146,146,100.0,-3.0195359416469416,0.0,True,True,True,True,146,1,1015,5.991191485472065,0.018547377984495125,1015,0.7326108093635334,1.854737798449521,1008,31.43542277040699,131.45890351098342,1001,5452.557501842975,25390.9830415439,0,146,146,0.592436287383094,0.5514969367647743,0.38375150048926865,0.9056582682728058,0.375505537451966,0.934443955924845
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,0,B0,99,99,100.0,-2.9975119864825923,0.0,True,True,True,True,99,1,686,7.300353988953486,0.05061932917708134,686,1.4180109369149043,5.061932917708158,679,39.562031250575004,203.68409087479353,672,5711.793680781421,28981.22317804922,0,99,99,0.655646597758592,0.7025493135778791,0.41952627709329826,0.8972469843782287,0.39951466889200304,0.9458639154504933
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,0,B1,99,99,100.0,-2.9975119864825923,0.07840629547068945,True,True,True,True,99,1,686,7.359437079706092,0.05271572461558982,686,1.4302057123347705,5.271572461559007,679,40.99933633740527,216.83172648040608,672,5949.312913328394,30893.54330719188,0,99,99,0.6571362224968997,0.7002473379830847,0.42049291710251946,0.8976550148440582,0.39951466889200304,0.957634420338497
