scope,grouping,group,strategy,total_source_frames,source_frames,attempted_frames,valid_runs,SUCCESS_EXACT,JOINT_LIMIT,NO_VALID_BRANCH,other_failures,success_percent,status_counts_json,abs_psi_difference_from_HumanGT_rad_count,abs_psi_difference_from_HumanGT_rad_mean,abs_psi_difference_from_HumanGT_rad_median,abs_psi_difference_from_HumanGT_rad_p05,abs_psi_difference_from_HumanGT_rad_p95,abs_psi_difference_from_HumanGT_rad_min,abs_psi_difference_from_HumanGT_rad_max,aligned_pinch_position_error_m_count,aligned_pinch_position_error_m_mean,aligned_pinch_position_error_m_median,aligned_pinch_position_error_m_p05,aligned_pinch_position_error_m_p95,aligned_pinch_position_error_m_min,aligned_pinch_position_error_m_max,aligned_pinch_orientation_error_rad_count,aligned_pinch_orientation_error_rad_mean,aligned_pinch_orientation_error_rad_median,aligned_pinch_orientation_error_rad_p05,aligned_pinch_orientation_error_rad_p95,aligned_pinch_orientation_error_rad_min,aligned_pinch_orientation_error_rad_max,psi_error_rad_count,psi_error_rad_mean,psi_error_rad_median,psi_error_rad_p05,psi_error_rad_p95,psi_error_rad_min,psi_error_rad_max,virtual_utensil_position_error_m_count,virtual_utensil_position_error_m_mean,virtual_utensil_position_error_m_median,virtual_utensil_position_error_m_p05,virtual_utensil_position_error_m_p95,virtual_utensil_position_error_m_min,virtual_utensil_position_error_m_max,virtual_utensil_orientation_error_rad_count,virtual_utensil_orientation_error_rad_mean,virtual_utensil_orientation_error_rad_median,virtual_utensil_orientation_error_rad_p05,virtual_utensil_orientation_error_rad_p95,virtual_utensil_orientation_error_rad_min,virtual_utensil_orientation_error_rad_max,solve_time_ms_count,solve_time_ms_mean,solve_time_ms_median,solve_time_ms_p05,solve_time_ms_p95,solve_time_ms_min,solve_time_ms_max,support_frames,support_runs,joint_step_support_values,total_wrapped_joint_travel_rad,max_wrapped_joint_step_rad,velocity_support_values,rms_joint_velocity_rad_s,max_joint_velocity_rad_s,acceleration_support_values,rms_joint_acceleration_rad_s2,max_joint_acceleration_rad_s2,jerk_support_values,rms_joint_jerk_rad_s3,max_joint_jerk_rad_s3,branch_changes,joint_limit_margin_support_frames,joint_limit_margin_rad_count,joint_limit_margin_rad_mean,joint_limit_margin_rad_median,joint_limit_margin_rad_p05,joint_limit_margin_rad_p95,joint_limit_margin_rad_min,joint_limit_margin_rad_max
all_method_common_success,phase,transfer,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17169.0,139.0,119210.0,528.889429160973,2.515748268268933,119210.0,1.634371851465385,251.57482682688752,118237.0,206.08428175607048,28316.171577960158,117264.0,33116.970951931966,5347730.328406878,6.0,17169.0,17169.0,0.6045174638338282,0.6273079428713348,0.290497424358853,0.8739028000979416,0.0012046332676467486,1.0443771465693326
feasibility,phase,transfer,StrongLocal,19495.0,18107.0,18107.0,135.0,17188.0,0.0,919.0,0.0,94.92461478986027,"{""NO_VALID_BRANCH"": 919, ""SUCCESS_EXACT"": 17188}",18107.0,0.06509817172716979,0.048728304019562074,0.0031692053746073426,0.1769223164795057,0.0,0.3097913311915361,17188.0,2.5200633628478072e-11,1.7113858642390173e-11,1.4667358448697017e-12,7.591225441067653e-11,4.465888504216877e-15,1.578809040909765e-09,17188.0,1.5049110720966724e-10,1.0219892958791168e-10,8.71696586821268e-12,4.5337209510015e-10,3.058504181404003e-14,9.428329412541801e-09,17188.0,4.2272445725377356e-14,2.5757174171303632e-14,2.220446049250313e-15,8.215650382226158e-14,0.0,8.90527651620232e-11,17188.0,2.5200633628478072e-11,1.7113858642390173e-11,1.4667358448697017e-12,7.591225441067653e-11,4.465888504216877e-15,1.578809040909765e-09,17188.0,1.5049110720966737e-10,1.0219892958791176e-10,8.716965868212686e-12,4.533720951001504e-10,3.058504181404005e-14,9.428329412541808e-09,18107.0,9.035798956134927,8.999100013170391,5.931319994851947,14.47122000390664,0.577300030272454,88.46780000021681,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,transfer,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17169.0,139.0,119210.0,533.9924741364617,1.8430338124737917,119210.0,1.692636563804886,184.303381247379,118237.0,183.03707995752967,20820.585188042118,117264.0,25243.49101890193,2417833.898025574,8.0,17169.0,17169.0,0.6102593150024649,0.6352087675975195,0.2935777729750054,0.8732573272702269,0.0010663462958309111,1.041864918860412
feasibility,phase,transfer,H_star,19495.0,18107.0,18107.0,135.0,17184.0,0.0,923.0,0.0,94.90252388579003,"{""NO_VALID_BRANCH"": 923, ""SUCCESS_EXACT"": 17184}",18107.0,0.06182185355986528,0.04616221720431257,0.0027445247528822938,0.17279862408863775,0.0,0.2902580769286831,17184.0,2.4374414511215388e-11,1.68894929854257e-11,1.4017834178941163e-12,7.361436471254836e-11,5.259461873446696e-15,7.857680200945632e-10,17184.0,1.4555530145310874e-10,1.0082265068640382e-10,8.35443194222488e-12,4.3968633045826943e-10,1.9355309404615077e-14,4.692358567791959e-09,17184.0,3.7183012720962e-14,2.531308496145357e-14,2.220446049250313e-15,8.126832540256146e-14,0.0,3.963007699780974e-11,17184.0,2.4374414511215388e-11,1.68894929854257e-11,1.4017834178941163e-12,7.361436471254836e-11,5.259461873446696e-15,7.857680200945632e-10,17184.0,1.4555530145310884e-10,1.0082265068640389e-10,8.354431942224885e-12,4.396863304582698e-10,1.9355309404615096e-14,4.692358567791962e-09,18107.0,9.095678384245788,9.00660001207143,5.91020000865683,14.661339996382596,0.5008000298403203,77.91880000149831,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,transfer,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17169.0,139.0,119210.0,553.0347248380288,2.1384426186478667,119210.0,1.9231396195815245,213.84426186478174,118237.0,225.75654814721125,22205.49065733876,117264.0,32938.604983201105,4357531.306062911,9.0,17169.0,17169.0,0.6069168212839864,0.6286600383951038,0.28819207509449213,0.8785365984584815,0.0012467220398724166,1.0392683075140834
feasibility,phase,transfer,HumanGT,19495.0,18107.0,18107.0,135.0,17180.0,0.0,927.0,0.0,94.88043298171978,"{""NO_VALID_BRANCH"": 927, ""SUCCESS_EXACT"": 17180}",18107.0,0.0,0.0,0.0,0.0,0.0,0.0,17180.0,2.3453715813406213e-11,1.6592603617795464e-11,1.3387351641069866e-12,6.874642217514327e-11,7.550332863779066e-16,6.772756180935677e-10,17180.0,1.4005726946877628e-10,9.903217678884033e-11,8.060595387967721e-12,4.1049622187430694e-10,1.7297768123500814e-14,4.044674893346519e-09,17180.0,3.7908468241336044e-14,2.5757174171303632e-14,2.220446049250313e-15,8.171241461241152e-14,0.0,2.6254998175545552e-11,17180.0,2.3453715813406213e-11,1.6592603617795464e-11,1.3387351641069866e-12,6.874642217514327e-11,7.550332863779066e-16,6.772756180935677e-10,17180.0,1.4005726946877638e-10,9.90321767888404e-11,8.060595387967726e-12,4.104962218743072e-10,1.7297768123500826e-14,4.044674893346523e-09,18107.0,24.992728640832176,8.99489998118952,5.887789995176718,14.486159977968784,0.5025999853387475,288779.7615000163,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,transfer,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17169.0,139.0,119210.0,530.8907681813073,2.5733864673901246,119210.0,2.6302886967906995,257.33864673901223,118237.0,300.05009282684205,29185.06316374048,117264.0,37406.71233700101,4189540.107468547,8.0,17169.0,17169.0,0.6046428394360853,0.625184262642154,0.2908053035134889,0.8681962865631199,0.011161271262137618,1.062241049116233
feasibility,phase,withdrawal,B0,14504.0,14109.0,14109.0,153.0,13714.0,318.0,77.0,0.0,97.20036855907577,"{""JOINT_LIMIT"": 318, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13714}",14109.0,0.16014359509684606,0.10536865544882401,0.0020959266462764257,0.4796090336061489,0.0,0.721734878319694,13714.0,4.953712435649215e-11,2.2226266388247386e-11,1.8090886832372107e-12,1.7047395296902357e-10,2.8327009231994434e-15,1.6667795034567373e-09,13714.0,2.9582324833650383e-10,1.3271208003105465e-10,1.0829895206922161e-11,1.0180793565028151e-09,9.358830075080606e-15,9.953453739671361e-09,13714.0,4.406165449190198e-14,2.1760371282653068e-14,1.7763568394002505e-15,1.1828316104356353e-13,0.0,6.1386451477574155e-12,13714.0,4.953712435649215e-11,2.2226266388247386e-11,1.8090886832372107e-12,1.7047395296902357e-10,2.8327009231994434e-15,1.6667795034567373e-09,13714.0,2.9582324833650393e-10,1.3271208003105475e-10,1.0829895206922168e-11,1.0180793565028157e-09,9.358830075080613e-15,9.95345373967137e-09,14109.0,10.24301488417373,9.025499981362373,6.062560004647821,16.742140008136587,0.4089000285603106,93.46420003566891,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,946.7377545664112,3.129919314235,94878.0,6.863803437963248,312.9919314234997,93856.0,917.1025780121458,47160.427456794634,92841.0,157193.89624310704,7074052.606725636,21.0,13709.0,13709.0,0.5565669265524885,0.60707574408897,0.11923660860647099,0.8881598660622587,1.0969169156105352e-05,1.032735259595102
feasibility,phase,withdrawal,B1,14504.0,14109.0,14109.0,153.0,13759.0,273.0,77.0,0.0,97.51931391310511,"{""JOINT_LIMIT"": 273, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13759}",14109.0,0.12660440996023328,0.08228321738940458,0.004504139713194279,0.407432186397014,0.0,0.6234872945226293,13759.0,4.770803203087949e-11,2.206996672361531e-11,1.8859737373573485e-12,1.64620527515265e-10,7.09240499826988e-15,1.6588104271540955e-09,13759.0,2.8490133773859754e-10,1.3173656294298628e-10,1.1294139964559551e-11,9.83042016757691e-10,3.0831607719248614e-14,9.906060377585926e-09,13759.0,3.880679321589109e-14,1.9984014443252818e-14,1.7763568394002505e-15,9.547918011776346e-14,0.0,1.070565858185546e-11,13759.0,4.770803203087949e-11,2.206996672361531e-11,1.8859737373573485e-12,1.64620527515265e-10,7.09240499826988e-15,1.6588104271540955e-09,13759.0,2.849013377385978e-10,1.3173656294298636e-10,1.129413996455956e-11,9.830420167576915e-10,3.083160771924864e-14,9.906060377585932e-09,14109.0,10.203871727369464,9.011599991936237,6.0448799864389,16.977800009772153,0.41280000004917383,74.43760003661737,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,930.2148650527217,3.1407819372330303,94878.0,6.62061419721958,314.0781937233028,93856.0,874.2776210284887,62752.15702984996,92841.0,145969.89207913892,9412709.262782494,16.0,13709.0,13709.0,0.5793801295088794,0.6365832592106484,0.13858441091380033,0.908251847188573,0.003177934588071807,1.0343154993347756
feasibility,phase,withdrawal,B2,14504.0,14109.0,14109.0,153.0,13991.0,41.0,77.0,0.0,99.16365440498973,"{""JOINT_LIMIT"": 41, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13991}",14109.0,0.09788575514619145,0.05739081342650332,0.0016472691612671399,0.328124400868931,0.0,0.529065017430812,13991.0,4.838661685179404e-11,2.3144744936417702e-11,1.903637013010717e-12,1.7028200800033253e-10,2.419834168474144e-15,1.610126239967179e-09,13991.0,2.8895285595961804e-10,1.3824953303115402e-10,1.1388913023971334e-11,1.0167953345200703e-09,2.261006434874484e-14,9.615383933241985e-09,13991.0,2.5119051844463115e-14,1.7763568394002505e-14,1.7763568394002505e-15,6.705747068735946e-14,0.0,2.532640763774907e-12,13991.0,4.838661685179404e-11,2.3144744936417702e-11,1.903637013010717e-12,1.7028200800033253e-10,2.419834168474144e-15,1.610126239967179e-09,13991.0,2.889528559596182e-10,1.3824953303115415e-10,1.1388913023971343e-11,1.016795334520071e-09,2.2610064348744856e-14,9.615383933241994e-09,14109.0,9.562004776895135,8.946299960371107,5.948780011385679,15.287619992159303,0.41579996468499303,70.4181999899447,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,811.7020384631369,3.1313232125422106,94878.0,3.8552895754620637,313.13232125422076,93856.0,494.5967769104055,31490.221511224838,92841.0,81511.28095778452,6293600.479099562,7.0,13709.0,13709.0,0.595657019304423,0.6384824521802042,0.20123291916829394,0.8841283046053173,0.008561098084440832,1.0337573887535836
feasibility,phase,withdrawal,B3,14504.0,14109.0,14109.0,153.0,13991.0,41.0,77.0,0.0,99.16365440498973,"{""JOINT_LIMIT"": 41, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13991}",14109.0,0.09617593490652789,0.05688565488166475,0.001763287748217035,0.31742638797658995,0.0,0.49520645656136786,13991.0,5.0624750304897375e-11,2.340173355775972e-11,1.9310183865154162e-12,1.8088750554920304e-10,3.983673795794385e-15,1.6387392730014705e-09,13991.0,3.0231738127831324e-10,1.397433282675318e-10,1.1554508970448171e-11,1.0801820358348518e-09,1.5509790350956645e-14,9.786156331282478e-09,13991.0,2.5108989927550638e-14,1.7763568394002505e-14,1.7763568394002505e-15,6.88338275267597e-14,0.0,4.827249711070181e-13,13991.0,5.0624750304897375e-11,2.340173355775972e-11,1.9310183865154162e-12,1.8088750554920304e-10,3.983673795794385e-15,1.6387392730014705e-09,13991.0,3.023173812783135e-10,1.3974332826753193e-10,1.1554508970448181e-11,1.0801820358348527e-09,1.5509790350956655e-14,9.786156331282486e-09,14109.0,9.666970607255989,8.943499997258186,5.9623399982228875,15.405000036116684,0.41690003126859665,64.96170000173151,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,884.0172196736399,3.1390125550507126,94878.0,5.183772374558638,313.901255505071,93856.0,735.6532262609954,62730.739093758755,92841.0,125928.85398837776,9415338.61649333,14.0,13709.0,13709.0,0.5951790418658466,0.6386653349673936,0.19396596700410776,0.8835584177239643,0.0060206631528920695,1.0410250452552443
feasibility,phase,withdrawal,StrongLocal,14504.0,14109.0,14109.0,153.0,13990.0,42.0,77.0,0.0,99.15656673045574,"{""JOINT_LIMIT"": 42, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13990}",14109.0,0.09641459052944157,0.05789709080770056,0.0021107428192716606,0.3192209477442034,0.0,0.5792296615522718,13990.0,5.107492311730743e-11,2.3847615404003703e-11,1.9950437058245883e-12,1.893867310699603e-10,1.114724181185034e-15,1.5777455333490258e-09,13990.0,3.0500678189318403e-10,1.4246852955128312e-10,1.1916623180436573e-11,1.1308306192838272e-09,1.1243682471790147e-14,9.42196778500754e-09,13990.0,2.500577776770386e-14,1.7319479184152442e-14,1.7763568394002505e-15,6.838973831690964e-14,0.0,2.013500477460184e-12,13990.0,5.107492311730743e-11,2.3847615404003703e-11,1.9950437058245883e-12,1.893867310699603e-10,1.114724181185034e-15,1.5777455333490258e-09,13990.0,3.050067818931843e-10,1.4246852955128323e-10,1.1916623180436582e-11,1.130830619283828e-09,1.1243682471790158e-14,9.421967785007548e-09,14109.0,9.603406102384007,8.95350001519546,5.947140033822507,15.303539996966716,0.4096999764442444,66.54410000192001,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,875.1544945782377,3.138916123306218,94878.0,5.147390573383281,313.8916123306215,93856.0,711.5389412435313,61488.08209189291,92841.0,121819.47166142765,9236322.361698605,11.0,13709.0,13709.0,0.603159184523102,0.6519188815589461,0.19781021801804638,0.8954106446879089,0.006074229160907052,1.0441464773029638
feasibility,phase,withdrawal,H_star,14504.0,14109.0,14109.0,153.0,13989.0,43.0,77.0,0.0,99.14947905592176,"{""JOINT_LIMIT"": 43, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13989}",14109.0,0.09430621467977093,0.05767802967953317,0.0018134605153195876,0.31814312500928893,0.0,0.5720630997569494,13989.0,5.042306446455385e-11,2.354334928848746e-11,1.9949836294491562e-12,1.8047974872868953e-10,3.314903602021605e-15,1.6696501184917328e-09,13989.0,3.011146633007252e-10,1.4062997581694353e-10,1.1876021596613537e-11,1.0776094752179933e-09,3.9319974326340474e-14,9.97067350318012e-09,13989.0,2.5064199451036493e-14,1.7319479184152442e-14,1.7763568394002505e-15,6.88338275267597e-14,0.0,5.844214001626824e-13,13989.0,5.042306446455385e-11,2.354334928848746e-11,1.9949836294491562e-12,1.8047974872868953e-10,3.314903602021605e-15,1.6696501184917328e-09,13989.0,3.0111466330072535e-10,1.406299758169436e-10,1.1876021596613546e-11,1.0776094752179941e-09,3.9319974326340506e-14,9.970673503180128e-09,14109.0,9.673346466891546,8.96369997644797,5.953399988356978,15.382940019480884,0.4113000468350947,67.1167999971658,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,870.0775099974032,3.140756721842512,94878.0,4.571131357500745,314.07567218425095,93856.0,602.7729125562156,31530.431793876505,92841.0,99494.28659738998,6291959.051051004,10.0,13709.0,13709.0,0.601889482169299,0.6477798979081526,0.1957818291450334,0.8968561482486724,0.006786004450114014,1.0386686723644996
feasibility,phase,withdrawal,HumanGT,14504.0,14109.0,14109.0,153.0,13878.0,154.0,77.0,0.0,98.36274718264937,"{""JOINT_LIMIT"": 154, ""NO_VALID_BRANCH"": 77, ""SUCCESS_EXACT"": 13878}",14109.0,0.0,0.0,0.0,0.0,0.0,0.0,13878.0,4.557115702229637e-11,2.2872407706222936e-11,1.887790794000398e-12,1.6353676161593913e-10,5.228077827533141e-15,1.5036845858345487e-09,13878.0,2.721384563694373e-10,1.3661434955483267e-10,1.1296104534230093e-11,9.765241187345543e-10,3.3401431882421017e-15,8.979872702977652e-09,13878.0,2.3856883226863082e-14,1.687538997430238e-14,1.7763568394002505e-15,6.217248937900877e-14,0.0,1.3873346915715956e-12,13878.0,4.557115702229637e-11,2.2872407706222936e-11,1.887790794000398e-12,1.6353676161593913e-10,5.228077827533141e-15,1.5036845858345487e-09,13878.0,2.7213845636943746e-10,1.3661434955483277e-10,1.1296104534230103e-11,9.76524118734555e-10,3.3401431882421044e-15,8.979872702977657e-09,14109.0,9.784362825099972,8.951399999205023,5.97478001145646,15.857719990890468,0.4171000327914953,90.14249994652346,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,phase,withdrawal,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13709.0,155.0,94878.0,795.8078318506141,3.1178211268421117,94878.0,2.620863222972475,311.7821126842109,93856.0,320.37383107258063,30961.772327267212,92841.0,55062.049644332146,6190247.9558288185,4.0,13709.0,13709.0,0.6256666589330587,0.6792786849484376,0.2123342350645409,0.9175780066923295,0.005228083920412185,1.074710124975569
feasibility,take,trial_0012,B0,4344.0,4327.0,4327.0,31.0,3542.0,238.0,547.0,0.0,81.8581003004391,"{""JOINT_LIMIT"": 238, ""NO_VALID_BRANCH"": 547, ""SUCCESS_EXACT"": 3542}",4327.0,0.09563186558223521,0.0649644894938568,0.0021703331386233593,0.28963765975170364,0.0,0.3983603021997131,3542.0,3.7861463661433835e-11,2.4780828969269895e-11,1.6301796799018808e-12,1.208741511285015e-10,1.3745848995677392e-14,4.706500426876845e-10,3542.0,2.2609820045082235e-10,1.4808425464289858e-10,9.794572692176793e-12,7.218026370356388e-10,8.00507643518532e-14,2.8105543312412888e-09,3542.0,3.7423229707418475e-14,2.1316282072803006e-14,2.220446049250313e-15,8.08242361927114e-14,0.0,2.1872725852745134e-11,3542.0,3.7861463661433835e-11,2.4780828969269895e-11,1.6301796799018808e-12,1.208741511285015e-10,1.3745848995677392e-14,4.706500426876845e-10,3542.0,2.2609820045082253e-10,1.4808425464289869e-10,9.794572692176803e-12,7.218026370356396e-10,8.005076435185328e-14,2.810554331241291e-09,4327.0,10.44986078138234,8.888599986676127,0.7654000073671341,31.185699993511662,0.5048000020906329,81.34360000258312,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0012,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,216.08387228819967,0.9627556932719816,24430.0,2.118184622487821,96.27556932719834,24192.0,180.13525548409294,8891.080736052783,23954.0,26499.45460917322,1205532.013066721,2.0,3524.0,3524.0,0.4956106576647572,0.5023258041261113,0.18275265376637925,0.8033797843438414,0.000873382880274054,0.963097103140937
feasibility,take,trial_0012,B1,4344.0,4327.0,4327.0,31.0,3581.0,203.0,543.0,0.0,82.7594176103536,"{""JOINT_LIMIT"": 203, ""NO_VALID_BRANCH"": 543, ""SUCCESS_EXACT"": 3581}",4327.0,0.11976355848591069,0.10138804261606449,0.0061220225444930335,0.2824006660006936,0.0,0.4464708355097917,3581.0,4.420502262267875e-11,2.7575887861618433e-11,1.9463363907876826e-12,1.4411460507643728e-10,7.093328202128068e-15,5.105424864209565e-10,3581.0,2.6397999941010054e-10,1.6465260626057723e-10,1.163614270421768e-11,8.606534507677687e-10,6.270513149499701e-14,3.0487709245900827e-09,3581.0,2.68623746846194e-14,1.9984014443252818e-14,1.7763568394002505e-15,7.283063041541027e-14,0.0,7.198686091669515e-13,3581.0,4.420502262267875e-11,2.7575887861618433e-11,1.9463363907876826e-12,1.4411460507643728e-10,7.093328202128068e-15,5.105424864209565e-10,3581.0,2.6397999941010075e-10,1.6465260626057742e-10,1.163614270421769e-11,8.606534507677694e-10,6.270513149499705e-14,3.0487709245900856e-09,4327.0,10.284128981045793,8.863699971698225,0.7417599612381309,30.80927000264637,0.4794999840669334,71.74849999137223,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0012,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,214.26698457661948,1.043611887040088,24430.0,1.9608227529873588,104.3611887040087,24192.0,114.93137530757345,7892.955288615026,23954.0,11121.102974801714,651788.5116532876,0.0,3524.0,3524.0,0.5153117955650482,0.5187137658385076,0.20147342842458488,0.8202048579383795,0.027930090249997264,0.9785946738445528
feasibility,take,trial_0012,B2,4344.0,4327.0,4327.0,31.0,3765.0,0.0,562.0,0.0,87.01178645712965,"{""NO_VALID_BRANCH"": 562, ""SUCCESS_EXACT"": 3765}",4327.0,0.09740375880546337,0.07044795484461153,0.002042197715035021,0.2870660647571916,0.0,0.5152491543534947,3765.0,5.101461478026249e-11,2.410164286471428e-11,1.5049391185607135e-12,1.7246513933425538e-10,1.1989517177690964e-14,1.610126239967179e-09,3765.0,3.046437319454167e-10,1.439671514845719e-10,9.02844856477138e-12,1.0299544528105725e-09,1.3221064745081572e-13,9.615383933241985e-09,3765.0,3.9458830182940503e-14,1.9095836023552692e-14,1.7763568394002505e-15,9.361400543639308e-14,0.0,9.227729691474451e-12,3765.0,5.101461478026249e-11,2.410164286471428e-11,1.5049391185607135e-12,1.7246513933425538e-10,1.1989517177690964e-14,1.610126239967179e-09,3765.0,3.0464373194541694e-10,1.4396715148457203e-10,9.028448564771387e-12,1.0299544528105733e-09,1.322106474508158e-13,9.615383933241994e-09,4327.0,8.909644349655753,8.709399960935116,0.72522999253124,16.88715004129335,0.458099995739758,81.84970001457259,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0012,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,257.5221523690145,3.1313232125422106,24430.0,6.4435044215540325,313.13232125422076,24192.0,804.1318984155912,31490.221511224838,23954.0,131750.4636210908,6293600.479099562,9.0,3524.0,3524.0,0.5008319826186118,0.5059294022969522,0.2187594902434695,0.82344244022004,0.0011552091871527281,0.9772222299362476
feasibility,take,trial_0012,B3,4344.0,4327.0,4327.0,31.0,3766.0,0.0,561.0,0.0,87.03489715738387,"{""NO_VALID_BRANCH"": 561, ""SUCCESS_EXACT"": 3766}",4327.0,0.09784940799836725,0.071094675699928,0.0031476248100325236,0.27757865519763675,0.0,0.4620631125864705,3766.0,5.5309339938385094e-11,2.3828293478165537e-11,1.537582068065026e-12,1.9315997915251556e-10,6.6738164692982805e-15,1.6387392730014705e-09,3766.0,3.3029026468179566e-10,1.4238286764058165e-10,9.1077070043937e-12,1.153503960863897e-09,5.478537611500259e-14,9.786156331282478e-09,3766.0,1.26519789511407e-13,1.9095836023552692e-14,1.7763568394002505e-15,8.382183835919932e-14,0.0,2.987352587524583e-10,3766.0,5.5309339938385094e-11,2.3828293478165537e-11,1.537582068065026e-12,1.9315997915251556e-10,6.6738164692982805e-15,1.6387392730014705e-09,3766.0,3.302902646817959e-10,1.4238286764058176e-10,9.107707004393706e-12,1.1535039608638978e-09,5.478537611500264e-14,9.786156331282486e-09,4327.0,9.013388721575401,8.704199979547411,0.7180199958384037,16.6141499648802,0.4498999915085733,88.10000005178154,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0012,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,296.22165205856936,3.1390125550507126,24430.0,9.197699699936571,313.901255505071,24192.0,1330.7026294661034,62730.739093758755,23954.0,230854.74906114544,9415338.61649333,16.0,3524.0,3524.0,0.49817420206153756,0.4969019932045573,0.21982744856531725,0.8192680411922529,0.0012046332676467486,1.0035892263842525
feasibility,take,trial_0012,StrongLocal,4344.0,4327.0,4327.0,31.0,3764.0,0.0,563.0,0.0,86.98867575687544,"{""NO_VALID_BRANCH"": 563, ""SUCCESS_EXACT"": 3764}",4327.0,0.12073432170858091,0.08893836039471248,0.005474424263418732,0.3635517658404853,0.0,0.5792296615522718,3764.0,5.7993454527094054e-11,2.301432770389858e-11,1.5077075027071814e-12,2.4405503688418084e-10,9.474952276855187e-15,1.578809040909765e-09,3764.0,3.463230647026011e-10,1.3734664645312012e-10,8.984909376050609e-12,1.4575953262629507e-09,9.678272747714311e-14,9.428329412541801e-09,3764.0,6.934870672755293e-14,1.865174681370263e-14,1.7763568394002505e-15,9.230394226733547e-14,0.0,8.90527651620232e-11,3764.0,5.7993454527094054e-11,2.301432770389858e-11,1.5077075027071814e-12,2.4405503688418084e-10,9.474952276855187e-15,1.578809040909765e-09,3764.0,3.4632306470260133e-10,1.3734664645312022e-10,8.984909376050615e-12,1.457595326262952e-09,9.678272747714319e-14,9.428329412541808e-09,4327.0,8.993439634999628,8.690699993167073,0.7248599897138774,16.653689969098192,0.4484999808482826,88.46780000021681,,,,,,,,,,,,,,,,,,,,,,,
