scope,grouping,group,strategy,total_source_frames,source_frames,attempted_frames,valid_runs,SUCCESS_EXACT,JOINT_LIMIT,NO_VALID_BRANCH,other_failures,success_percent,status_counts_json,abs_psi_difference_from_HumanGT_rad_count,abs_psi_difference_from_HumanGT_rad_mean,abs_psi_difference_from_HumanGT_rad_median,abs_psi_difference_from_HumanGT_rad_p05,abs_psi_difference_from_HumanGT_rad_p95,abs_psi_difference_from_HumanGT_rad_min,abs_psi_difference_from_HumanGT_rad_max,aligned_pinch_position_error_m_count,aligned_pinch_position_error_m_mean,aligned_pinch_position_error_m_median,aligned_pinch_position_error_m_p05,aligned_pinch_position_error_m_p95,aligned_pinch_position_error_m_min,aligned_pinch_position_error_m_max,aligned_pinch_orientation_error_rad_count,aligned_pinch_orientation_error_rad_mean,aligned_pinch_orientation_error_rad_median,aligned_pinch_orientation_error_rad_p05,aligned_pinch_orientation_error_rad_p95,aligned_pinch_orientation_error_rad_min,aligned_pinch_orientation_error_rad_max,psi_error_rad_count,psi_error_rad_mean,psi_error_rad_median,psi_error_rad_p05,psi_error_rad_p95,psi_error_rad_min,psi_error_rad_max,virtual_utensil_position_error_m_count,virtual_utensil_position_error_m_mean,virtual_utensil_position_error_m_median,virtual_utensil_position_error_m_p05,virtual_utensil_position_error_m_p95,virtual_utensil_position_error_m_min,virtual_utensil_position_error_m_max,virtual_utensil_orientation_error_rad_count,virtual_utensil_orientation_error_rad_mean,virtual_utensil_orientation_error_rad_median,virtual_utensil_orientation_error_rad_p05,virtual_utensil_orientation_error_rad_p95,virtual_utensil_orientation_error_rad_min,virtual_utensil_orientation_error_rad_max,solve_time_ms_count,solve_time_ms_mean,solve_time_ms_median,solve_time_ms_p05,solve_time_ms_p95,solve_time_ms_min,solve_time_ms_max,support_frames,support_runs,joint_step_support_values,total_wrapped_joint_travel_rad,max_wrapped_joint_step_rad,velocity_support_values,rms_joint_velocity_rad_s,max_joint_velocity_rad_s,acceleration_support_values,rms_joint_acceleration_rad_s2,max_joint_acceleration_rad_s2,jerk_support_values,rms_joint_jerk_rad_s3,max_joint_jerk_rad_s3,branch_changes,joint_limit_margin_support_frames,joint_limit_margin_rad_count,joint_limit_margin_rad_mean,joint_limit_margin_rad_median,joint_limit_margin_rad_p05,joint_limit_margin_rad_p95,joint_limit_margin_rad_min,joint_limit_margin_rad_max
feasibility,take,trial_0014,HumanGT,4670.0,4670.0,4670.0,42.0,4648.0,0.0,22.0,0.0,99.52890792291221,"{""NO_VALID_BRANCH"": 22, ""SUCCESS_EXACT"": 4648}",4670.0,0.0,0.0,0.0,0.0,0.0,0.0,4648.0,4.5439127374898513e-11,2.8952296629493456e-11,2.583700972441039e-12,1.3919332210365052e-10,2.2002631890520953e-14,1.1140111811065278e-09,4648.0,2.7134446006789124e-10,1.729318616822414e-10,1.546906901181852e-11,8.312263162576235e-10,9.8406259021637e-14,6.652567282294227e-09,4648.0,2.3949192218207088e-14,1.8207657603852567e-14,1.7763568394002505e-15,6.394884621840902e-14,0.0,1.7985612998927536e-13,4648.0,4.5439127374898513e-11,2.8952296629493456e-11,2.583700972441039e-12,1.3919332210365052e-10,2.2002631890520953e-14,1.1140111811065278e-09,4648.0,2.713444600678914e-10,1.729318616822415e-10,1.5469069011818532e-11,8.312263162576241e-10,9.840625902163708e-14,6.652567282294233e-09,4670.0,8.864938115640753,8.907650015316904,5.971790011972189,14.663585013477132,4.261599970050156,52.922100003343076,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,198.02176948033778,2.021102025054026,32242.0,1.8647847401611284,202.1102025054024,31948.0,175.87439035483087,21978.962563346064,31654.0,18464.63383139709,2279418.5210519023,1.0,4648.0,4648.0,0.6944785295223055,0.708609558679945,0.3519924493426769,0.9341863170738561,0.17863256172805553,1.074710124975569
feasibility,take,trial_0015,B0,5673.0,5559.0,5559.0,38.0,5360.0,0.0,199.0,0.0,96.42021946393236,"{""NO_VALID_BRANCH"": 199, ""SUCCESS_EXACT"": 5360}",5559.0,0.14062374180404838,0.10526731215780183,0.004969135110263248,0.395727649999823,0.0,0.6496477995961079,5360.0,1.8700356724413715e-11,1.477240637438239e-11,1.2389968167742365e-12,4.77246484419564e-11,2.8327009231994434e-15,6.909640491613417e-10,5360.0,1.1167628392379417e-10,8.811315014619143e-11,7.495415165005474e-12,2.851749961535672e-10,1.6473529010390195e-14,4.12616291885111e-09,5360.0,3.056576550736295e-14,1.9984014443252818e-14,1.7763568394002505e-15,5.861977570020827e-14,0.0,2.397371190454578e-11,5360.0,1.8700356724413715e-11,1.477240637438239e-11,1.2389968167742365e-12,4.77246484419564e-11,2.8327009231994434e-15,6.909640491613417e-10,5360.0,1.1167628392379425e-10,8.811315014619151e-11,7.495415165005478e-12,2.8517499615356745e-10,1.6473529010390204e-14,4.1261629188511135e-09,5559.0,9.078106620240261,8.893799968063831,6.000299996230751,14.304980012821032,0.4089000285603106,72.80540000647306,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,169.6465413854242,0.8660269483077108,37219.0,0.9879713111067198,86.602694830771,36946.0,105.51545249171647,9021.315460839256,36673.0,18292.814704764103,1702737.4623455703,1.0,5356.0,5356.0,0.7282292645380342,0.7563115093963697,0.3915612211808486,0.9690164990162355,0.13166417430762856,1.0540144124488857
feasibility,take,trial_0015,B1,5673.0,5559.0,5559.0,38.0,5363.0,0.0,196.0,0.0,96.4741860046771,"{""NO_VALID_BRANCH"": 196, ""SUCCESS_EXACT"": 5363}",5559.0,0.1469477992249818,0.12004471270171013,0.0067428259566321815,0.35852728669755424,0.0,0.5450161484431209,5363.0,1.9219875039279397e-11,1.4895368482106755e-11,1.3867043075599784e-12,5.045356906046237e-11,7.09240499826988e-15,4.517198889978721e-10,5363.0,1.1477439517527597e-10,8.882221518566039e-11,8.207448241426338e-12,3.0130688415148164e-10,3.0831607719248614e-14,2.6976590951605654e-09,5363.0,2.8408377645435546e-14,1.865174681370263e-14,1.7763568394002505e-15,5.595524044110789e-14,0.0,2.268762955282e-11,5363.0,1.9219875039279397e-11,1.4895368482106755e-11,1.3867043075599784e-12,5.045356906046237e-11,7.09240499826988e-15,4.517198889978721e-10,5363.0,1.1477439517527606e-10,8.882221518566048e-11,8.207448241426344e-12,3.0130688415148195e-10,3.083160771924864e-14,2.697659095160567e-09,5559.0,9.0406457638689,8.874399994965643,5.984049994731322,14.360689977183938,0.41280000004917383,83.60529999481514,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,169.96441417856838,0.6537048371938519,37219.0,0.8819950895480605,65.37048371938513,36946.0,88.86307401920918,6806.492081477732,36673.0,15357.287042428388,1289453.8087570858,0.0,5356.0,5356.0,0.7610655156021962,0.7788328200245022,0.4562708532695151,0.9953440889773231,0.13205822233188336,1.0902551725719882
feasibility,take,trial_0015,B2,5673.0,5559.0,5559.0,38.0,5357.0,0.0,202.0,0.0,96.36625292318763,"{""NO_VALID_BRANCH"": 202, ""SUCCESS_EXACT"": 5357}",5559.0,0.08213950478794363,0.045374883391882115,0.002498883743072568,0.3217735556017858,0.0,0.529065017430812,5357.0,1.739402081979922e-11,1.3784223849683201e-11,1.221669124614273e-12,4.38838753024856e-11,1.0181114396316179e-14,1.0595598769509143e-09,5357.0,1.0387424329091163e-10,8.22643980023676e-11,7.284319809302031e-12,2.6209183601690005e-10,2.29519706987848e-14,6.327396505413108e-09,5357.0,3.0000352481211316e-14,1.9984014443252818e-14,1.7763568394002505e-15,6.439293542825908e-14,0.0,1.7929657758486428e-11,5357.0,1.739402081979922e-11,1.3784223849683201e-11,1.221669124614273e-12,4.38838753024856e-11,1.0181114396316179e-14,1.0595598769509143e-09,5357.0,1.038742432909117e-10,8.226439800236768e-11,7.284319809302036e-12,2.620918360169002e-10,2.2951970698784818e-14,6.327396505413114e-09,5559.0,9.085946356787467,8.864700037520379,5.943110026419163,14.047380012925696,0.41579996468499303,78.07019999017939,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,160.27594453982735,1.1339372030087644,37219.0,1.1548216607311677,113.39372030087634,36946.0,129.43212900725806,11828.609319873183,36673.0,22448.088303105305,2219029.6167263645,1.0,5356.0,5356.0,0.7126856468892103,0.7320656239681989,0.46166690022338147,0.9150015758040175,0.13141709806800161,1.0055703367680628
feasibility,take,trial_0015,B3,5673.0,5559.0,5559.0,38.0,5357.0,0.0,202.0,0.0,96.36625292318763,"{""NO_VALID_BRANCH"": 202, ""SUCCESS_EXACT"": 5357}",5559.0,0.08034665145346159,0.04353541262846372,0.0024610325884547816,0.30188979556319145,0.0,0.49520645656136786,5357.0,1.7530476220027926e-11,1.4205002968763443e-11,1.1773591448037102e-12,4.453593019937656e-11,9.368442189266973e-15,1.555223107646179e-10,5357.0,1.0468760122546633e-10,8.481673396884254e-11,7.096970202397651e-12,2.660444921505597e-10,1.5509790350956645e-14,9.287303421123296e-10,5357.0,2.9531891005597595e-14,1.9984014443252818e-14,2.220446049250313e-15,6.039613253960852e-14,0.0,2.4163337997151757e-11,5357.0,1.7530476220027926e-11,1.4205002968763443e-11,1.1773591448037102e-12,4.453593019937656e-11,9.368442189266973e-15,1.555223107646179e-10,5357.0,1.0468760122546642e-10,8.481673396884259e-11,7.096970202397656e-12,2.6604449215055993e-10,1.5509790350956655e-14,9.287303421123302e-10,5559.0,9.143927145211881,8.860800007823855,5.934980022720993,14.22921001794748,0.41690003126859665,79.27369995741174,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,163.79812819237446,1.3280352904845605,37219.0,1.255204845897999,132.80352904845594,36946.0,142.4656357009728,14044.01817582819,36673.0,22817.015597235095,2511118.711618299,1.0,5356.0,5356.0,0.7100676962999465,0.7309443890977282,0.46712228429254693,0.9107011723251599,0.13023893297808975,0.9993244064915867
feasibility,take,trial_0015,StrongLocal,5673.0,5559.0,5559.0,38.0,5358.0,0.0,201.0,0.0,96.38424177010253,"{""NO_VALID_BRANCH"": 201, ""SUCCESS_EXACT"": 5358}",5559.0,0.07273555553549393,0.04104141804186279,0.00229202524714629,0.27088383807072985,0.0,0.4606805328656747,5358.0,1.7957176430320102e-11,1.4055562982481877e-11,1.2665711869765116e-12,4.561058749642507e-11,1.114724181185034e-15,9.748793593388663e-10,5358.0,1.0723568751700556e-10,8.388928118257799e-11,7.57985664778609e-12,2.7241757276846795e-10,1.1243682471790147e-14,5.821627905292894e-09,5358.0,2.9110719061140026e-14,1.9984014443252818e-14,1.7763568394002505e-15,6.217248937900877e-14,0.0,1.376099234562389e-11,5358.0,1.7957176430320102e-11,1.4055562982481877e-11,1.2665711869765116e-12,4.561058749642507e-11,1.114724181185034e-15,9.748793593388663e-10,5358.0,1.0723568751700564e-10,8.388928118257804e-11,7.579856647786094e-12,2.724175727684681e-10,1.1243682471790158e-14,5.821627905292899e-09,5559.0,9.142773754599538,8.8732999865897,5.941590014845133,14.200420025736088,0.4096999764442444,76.18009997531772,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,162.60402108405611,1.1437918345768974,37219.0,1.1701864687752097,114.37918345768963,36946.0,131.36834243387233,11934.475927247364,36673.0,22743.892201705694,2238745.8047357067,1.0,5356.0,5356.0,0.7200019620111873,0.738028705503794,0.47625510829181283,0.9198543991859294,0.13013622024998384,0.996415403462807
feasibility,take,trial_0015,H_star,5673.0,5559.0,5559.0,38.0,5358.0,0.0,201.0,0.0,96.38424177010253,"{""NO_VALID_BRANCH"": 201, ""SUCCESS_EXACT"": 5358}",5559.0,0.08066605579027852,0.05255373410288833,0.0028372881207128237,0.29544662803040456,0.0,0.46131143309158684,5358.0,1.7636906285504575e-11,1.4044921725285233e-11,1.2924807205597041e-12,4.4299589285101485e-11,3.314903602021605e-15,1.858963759780654e-10,5358.0,1.0532518362711422e-10,8.386438094818546e-11,7.714416609237373e-12,2.645779566216798e-10,3.9319974326340474e-14,1.1102666071864276e-09,5358.0,2.80266871881223e-14,1.9984014443252818e-14,1.7763568394002505e-15,6.17284001691587e-14,0.0,9.158451774737841e-12,5358.0,1.7636906285504575e-11,1.4044921725285233e-11,1.2924807205597041e-12,4.4299589285101485e-11,3.314903602021605e-15,1.858963759780654e-10,5358.0,1.053251836271143e-10,8.386438094818552e-11,7.714416609237378e-12,2.6457795662167996e-10,3.9319974326340506e-14,1.1102666071864282e-09,5559.0,9.239233351502897,8.876600011717528,5.923160043312237,14.42789996508509,0.4113000468350947,75.62730001518503,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,173.86211043411137,1.2084543252190607,37219.0,1.217951379095278,120.84543252190596,36946.0,140.321924485391,12644.892160617557,36673.0,24437.54943098495,2364502.2434183615,1.0,5356.0,5356.0,0.7229120865061882,0.7429273443656288,0.4831668808085188,0.9219288193960127,0.13220659403227053,1.0233573177521365
feasibility,take,trial_0015,HumanGT,5673.0,5559.0,5559.0,38.0,5357.0,0.0,202.0,0.0,96.36625292318763,"{""NO_VALID_BRANCH"": 202, ""SUCCESS_EXACT"": 5357}",5559.0,0.0,0.0,0.0,0.0,0.0,0.0,5357.0,1.715711623845579e-11,1.3708706169090729e-11,1.2473119090095785e-12,4.307040839077962e-11,5.228077827533141e-15,6.745388437515354e-10,5357.0,1.024576776050974e-10,8.189694382888284e-11,7.452239977055372e-12,2.5704018246233424e-10,6.217369196583031e-14,4.0281005219593775e-09,5357.0,3.0376133027832617e-14,1.865174681370263e-14,1.7763568394002505e-15,6.217248937900877e-14,0.0,2.3942625659856276e-11,5357.0,1.715711623845579e-11,1.3708706169090729e-11,1.2473119090095785e-12,4.307040839077962e-11,5.228077827533141e-15,6.745388437515354e-10,5357.0,1.0245767760509747e-10,8.189694382888293e-11,7.452239977055376e-12,2.570401824623344e-10,6.217369196583036e-14,4.028100521959381e-09,5559.0,9.016806817849599,8.869199955370277,5.919260019436479,14.039530023001127,0.4171000327914953,61.950900009833276,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0015,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.0,39.0,37219.0,164.54335614186596,2.0555318269331835,37219.0,1.969440390280797,205.55318269331818,36946.0,218.08021681814716,22291.0240126123,36673.0,30121.22071336667,2471511.648549563,2.0,5356.0,5356.0,0.7511470095696584,0.7614783092092279,0.5378972318216999,0.9356728577349781,0.13247667189677514,1.003699842311021
feasibility,take,trial_0017,B0,4848.0,3846.0,3846.0,55.0,3738.0,0.0,108.0,0.0,97.19188767550702,"{""NO_VALID_BRANCH"": 108, ""SUCCESS_EXACT"": 3738}",3846.0,0.10365445536791669,0.04809207848884789,0.001701903437533181,0.4101620604943329,0.0,0.5575174233527647,3738.0,3.471718993325876e-11,1.9312027911295642e-11,1.3775395642694491e-12,1.2017484863200943e-10,2.249571853013791e-15,7.523795013635983e-10,3738.0,2.0732101140547906e-10,1.1521781776551535e-10,8.232738551594101e-12,7.176404840917583e-10,2.0158021030947975e-14,4.4929890936303916e-09,3738.0,4.028939360363897e-14,2.9753977059954195e-14,3.1086244689504383e-15,1.0886846979474269e-13,0.0,5.622169396701793e-13,3738.0,3.471718993325876e-11,1.9312027911295642e-11,1.3775395642694491e-12,1.2017484863200943e-10,2.249571853013791e-15,7.523795013635983e-10,3738.0,2.073210114054792e-10,1.1521781776551544e-10,8.232738551594106e-12,7.176404840917588e-10,2.0158021030947994e-14,4.492989093630396e-09,3846.0,9.330924700296523,8.94579998566769,5.939024995313957,15.126424987101927,0.70830003824085,48.795999959111214,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,134.21910915830765,0.10047220902537424,25704.0,0.8171019864234906,10.047220902537415,25382.0,23.495204685525504,493.33986009945454,25060.0,3083.157282397411,70099.73425683215,0.0,3727.0,3727.0,0.5261824489948655,0.5350474127776155,0.223528500428882,0.7860955751112401,0.09803285262793882,1.032735259595102
feasibility,take,trial_0017,B1,4848.0,3846.0,3846.0,55.0,3750.0,0.0,96.0,0.0,97.50390015600624,"{""NO_VALID_BRANCH"": 96, ""SUCCESS_EXACT"": 3750}",3846.0,0.11869981848130153,0.07357092985265967,0.003916782687700682,0.40066844635955035,0.0,0.5267958374908752,3750.0,3.5013265956005206e-11,2.041220781610353e-11,1.791612887799886e-12,1.1616307415228318e-10,2.0001513033191593e-14,1.0235082863249182e-09,3750.0,2.090907834081473e-10,1.219433810659994e-10,1.0751936508143412e-11,6.93738360958059e-10,1.421720855485484e-13,6.112253590170941e-09,3750.0,3.707256723828323e-14,2.842170943040401e-14,2.220446049250313e-15,9.725553695716371e-14,0.0,1.056044141023449e-12,3750.0,3.5013265956005206e-11,2.041220781610353e-11,1.791612887799886e-12,1.1616307415228318e-10,2.0001513033191593e-14,1.0235082863249182e-09,3750.0,2.0909078340814745e-10,1.219433810659995e-10,1.075193650814342e-11,6.937383609580594e-10,1.4217208554854851e-13,6.112253590170945e-09,3846.0,9.283582292981102,8.924699999624863,5.945099983364344,15.156925001065247,0.7088999846018851,49.81410002801567,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,134.80606575156986,0.0708755116493256,25704.0,0.8035525815440072,7.087551164932553,25382.0,22.518090440442354,312.48124205236417,25060.0,2933.4498084458014,41198.81204708275,0.0,3727.0,3727.0,0.5424976278996936,0.5503432161655364,0.24616409138677584,0.8079174798494274,0.12295833760817487,1.032735259595102
feasibility,take,trial_0017,B2,4848.0,3846.0,3846.0,55.0,3732.0,0.0,114.0,0.0,97.03588143525741,"{""NO_VALID_BRANCH"": 114, ""SUCCESS_EXACT"": 3732}",3846.0,0.06133137957438632,0.039846620322031345,0.001584332044786363,0.1802491958990865,0.0,0.289943273217669,3732.0,3.074261728510844e-11,1.7092936713483824e-11,1.3745752695900289e-12,1.1786964169688338e-10,7.675621145143742e-15,6.884964295319491e-10,3732.0,1.8358636075550968e-10,1.0209192579968156e-10,8.066586312119012e-12,7.039818580805559e-10,3.329478707808367e-14,4.111640657227149e-09,3732.0,3.81720378778596e-14,2.930988785010413e-14,2.4646951146678526e-15,9.301448500309553e-14,0.0,3.8973269056441495e-12,3732.0,3.074261728510844e-11,1.7092936713483824e-11,1.3745752695900289e-12,1.1786964169688338e-10,7.675621145143742e-15,6.884964295319491e-10,3732.0,1.835863607555098e-10,1.0209192579968164e-10,8.066586312119016e-12,7.039818580805565e-10,3.3294787078083704e-14,4.1116406572271526e-09,3846.0,9.381508085577886,8.928349998313934,5.937049980275333,15.246700015268289,0.501000031363219,48.92410000320524,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,133.68320698329288,2.1813053402708285,25704.0,2.099386174206452,218.1305340270875,25382.0,287.2517922340569,24329.095705470907,25060.0,50085.816817207495,4539757.964363674,1.0,3727.0,3727.0,0.5259884108291422,0.5231547371994143,0.2809641935211895,0.7738240486739492,0.16671790516041973,1.032735259595102
feasibility,take,trial_0017,B3,4848.0,3846.0,3846.0,55.0,3732.0,0.0,114.0,0.0,97.03588143525741,"{""NO_VALID_BRANCH"": 114, ""SUCCESS_EXACT"": 3732}",3846.0,0.06099630212971136,0.0362470095967562,0.0023629190460333627,0.20208558339827853,0.0,0.29295588599399514,3732.0,3.078308495674602e-11,1.7360529966506663e-11,1.405105231446583e-12,1.1178768682725303e-10,4.5122235095442805e-15,6.697786835972885e-10,3732.0,1.8382730419210124e-10,1.0365602455655409e-10,8.361742195293841e-12,6.675705206444097e-10,8.461505119290934e-14,3.99956687632359e-09,3732.0,3.762942083688525e-14,2.7977620220553945e-14,2.908784324517915e-15,9.414691248821327e-14,0.0,2.8843594179761567e-12,3732.0,3.078308495674602e-11,1.7360529966506663e-11,1.405105231446583e-12,1.1178768682725303e-10,4.5122235095442805e-15,6.697786835972885e-10,3732.0,1.8382730419210137e-10,1.0365602455655417e-10,8.36174219529385e-12,6.675705206444102e-10,8.46150511929094e-14,3.999566876323593e-09,3846.0,9.417528497249865,8.934699988458306,5.949049969785847,15.290049981558695,0.5002999678254128,51.59980000462383,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,140.70230954109462,2.515748268268933,25704.0,2.3930690865799686,251.57482682688752,25382.0,337.90726860453105,28316.171577960158,25060.0,54602.16551045531,5347730.328406878,1.0,3727.0,3727.0,0.5231806082796823,0.5234478870946457,0.2693567018950809,0.7821159684681236,0.16740864492658414,1.032735259595102
feasibility,take,trial_0017,StrongLocal,4848.0,3846.0,3846.0,55.0,3734.0,0.0,112.0,0.0,97.08788351534061,"{""NO_VALID_BRANCH"": 112, ""SUCCESS_EXACT"": 3734}",3846.0,0.05937767878300874,0.04035975301370609,0.001664203946603271,0.1946903511596204,0.0,0.3097913311915361,3734.0,3.052697590546403e-11,1.7121937073688045e-11,1.4989302591885522e-12,1.1246086790341406e-10,5.320534624883232e-15,8.656889096185191e-10,3734.0,1.8230030133028145e-10,1.0231911403017716e-10,8.937224872424331e-12,6.715259671585422e-10,6.129723761482458e-14,5.169599279766149e-09,3734.0,3.639152896186421e-14,2.886579864025407e-14,2.6645352591003757e-15,9.192646643896296e-14,0.0,1.2234657731369225e-12,3734.0,3.052697590546403e-11,1.7121937073688045e-11,1.4989302591885522e-12,1.1246086790341406e-10,5.320534624883232e-15,8.656889096185191e-10,3734.0,1.823003013302816e-10,1.0231911403017724e-10,8.937224872424339e-12,6.715259671585426e-10,6.129723761482463e-14,5.169599279766153e-09,3846.0,9.361417888866756,8.97709999117069,5.968900033622049,15.117849965463392,0.7085999823175371,73.30690004164353,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,133.20277833410543,0.25798429934620004,25704.0,0.8651268853497803,25.798429934620554,25382.0,32.139631784278016,1248.826356196225,25060.0,4509.954275876617,223140.89114444735,0.0,3727.0,3727.0,0.5290544350261183,0.5289239087206468,0.2768467270274797,0.7891403198474618,0.18771402281919736,1.032735259595102
feasibility,take,trial_0017,H_star,4848.0,3846.0,3846.0,55.0,3733.0,0.0,113.0,0.0,97.06188247529902,"{""NO_VALID_BRANCH"": 113, ""SUCCESS_EXACT"": 3733}",3846.0,0.04703948037361814,0.030845330255949932,0.0018337541447922545,0.13453589668823518,0.0,0.2902580769286831,3733.0,3.1480396716805994e-11,1.7454832158336108e-11,1.3981807232066787e-12,1.1826110940670966e-10,1.4830091643261988e-14,1.0112272517685773e-09,3733.0,1.879933495886907e-10,1.0438614673941657e-10,8.406062710417348e-12,7.062554321595282e-10,2.2810218973706866e-14,6.038795662202186e-09,3733.0,3.6443747385887336e-14,2.6645352591003757e-14,2.6645352591003757e-15,8.748557434046234e-14,0.0,3.425260075573533e-12,3733.0,3.1480396716805994e-11,1.7454832158336108e-11,1.3981807232066787e-12,1.1826110940670966e-10,1.4830091643261988e-14,1.0112272517685773e-09,3733.0,1.879933495886908e-10,1.0438614673941663e-10,8.406062710417353e-12,7.062554321595288e-10,2.2810218973706885e-14,6.038795662202191e-09,3846.0,9.307967525278109,8.939699997426942,5.904025019844994,15.138474976993166,0.5008000298403203,62.41359998239204,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,137.62988062856545,2.1384426186478667,25704.0,2.062337125771634,213.84426186478174,25382.0,275.66342626617103,22205.49065733876,25060.0,43534.00263246868,4357531.306062911,1.0,3727.0,3727.0,0.5318619942667313,0.5288912340997474,0.28746469478346476,0.7957517205107398,0.16683244379249018,1.032735259595102
feasibility,take,trial_0017,HumanGT,4848.0,3846.0,3846.0,55.0,3728.0,0.0,118.0,0.0,96.931877275091,"{""NO_VALID_BRANCH"": 118, ""SUCCESS_EXACT"": 3728}",3846.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,3.145427273180401e-11,1.761355541665094e-11,1.3892055569507108e-12,1.181804606040143e-10,1.2390587600061392e-14,1.1006258391178758e-09,3728.0,1.878390918231105e-10,1.0515325147250034e-10,8.300673146390976e-12,7.056656758928685e-10,3.3401431882421017e-15,6.572679911176791e-09,3728.0,3.5359292985247835e-14,2.7533531010703882e-14,2.220446049250313e-15,8.821832153671478e-14,0.0,1.8909318555415666e-12,3728.0,3.145427273180401e-11,1.761355541665094e-11,1.3892055569507108e-12,1.181804606040143e-10,1.2390587600061392e-14,1.1006258391178758e-09,3728.0,1.8783909182311064e-10,1.0515325147250042e-10,8.300673146390983e-12,7.056656758928691e-10,3.3401431882421044e-15,6.572679911176797e-09,3846.0,84.36050774808719,8.917600032873452,5.884724989300594,15.039724996313453,0.6595999584533274,288779.7615000163,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0017,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.0,55.0,25704.0,141.05233011919725,2.5733864673901246,25704.0,3.048810099127185,257.33864673901223,25382.0,370.89498325249593,29098.02874418819,25060.0,50245.99704558343,4189540.107468547,2.0,3727.0,3727.0,0.5331363938491155,0.5290358461173363,0.30539221292546265,0.7853799006843101,0.16645636756125803,1.032735259595102
