record_id,parent_bite_id,take,phase,generated_duration_s,gt_duration_s,duration_error_s,absolute_duration_error_s
trial_0020_bite_001_withdrawal,trial_0020_bite_001,trial_0020,withdrawal,1.07,0.95,0.1200000000000001,0.1200000000000001
trial_0020_bite_002_transfer,trial_0020_bite_002,trial_0020,transfer,1.45,1.64,-0.18999999999999995,0.18999999999999995
trial_0020_bite_002_withdrawal,trial_0020_bite_002,trial_0020,withdrawal,1.07,1.12,-0.050000000000000044,0.050000000000000044
trial_0020_bite_003_transfer,trial_0020_bite_003,trial_0020,transfer,1.45,1.19,0.26,0.26
trial_0020_bite_003_withdrawal,trial_0020_bite_003,trial_0020,withdrawal,1.07,0.75,0.32000000000000006,0.32000000000000006
trial_0020_bite_004_transfer,trial_0020_bite_004,trial_0020,transfer,1.45,1.5,-0.050000000000000044,0.050000000000000044
trial_0020_bite_004_withdrawal,trial_0020_bite_004,trial_0020,withdrawal,1.07,0.96,0.1100000000000001,0.1100000000000001
trial_0020_bite_005_transfer,trial_0020_bite_005,trial_0020,transfer,1.45,1.47,-0.020000000000000018,0.020000000000000018
trial_0020_bite_005_withdrawal,trial_0020_bite_005,trial_0020,withdrawal,1.07,1.03,0.040000000000000036,0.040000000000000036
trial_0020_bite_006_transfer,trial_0020_bite_006,trial_0020,transfer,1.45,1.12,0.32999999999999985,0.32999999999999985
trial_0020_bite_006_withdrawal,trial_0020_bite_006,trial_0020,withdrawal,1.07,0.87,0.20000000000000007,0.20000000000000007
trial_0020_bite_007_transfer,trial_0020_bite_007,trial_0020,transfer,1.45,1.12,0.32999999999999985,0.32999999999999985
trial_0020_bite_007_withdrawal,trial_0020_bite_007,trial_0020,withdrawal,1.07,0.97,0.10000000000000009,0.10000000000000009
trial_0020_bite_008_transfer,trial_0020_bite_008,trial_0020,transfer,1.45,1.41,0.040000000000000036,0.040000000000000036
trial_0020_bite_008_withdrawal,trial_0020_bite_008,trial_0020,withdrawal,1.07,0.99,0.08000000000000007,0.08000000000000007
trial_0020_bite_009_transfer,trial_0020_bite_009,trial_0020,transfer,1.45,1.3,0.1499999999999999,0.1499999999999999
trial_0020_bite_009_withdrawal,trial_0020_bite_009,trial_0020,withdrawal,1.07,1.1,-0.030000000000000027,0.030000000000000027
trial_0020_bite_010_transfer,trial_0020_bite_010,trial_0020,transfer,1.45,1.46,-0.010000000000000009,0.010000000000000009
trial_0020_bite_010_withdrawal,trial_0020_bite_010,trial_0020,withdrawal,1.07,1.01,0.06000000000000005,0.06000000000000005
trial_0020_bite_011_transfer,trial_0020_bite_011,trial_0020,transfer,1.45,1.61,-0.16000000000000014,0.16000000000000014
trial_0020_bite_011_withdrawal,trial_0020_bite_011,trial_0020,withdrawal,1.07,0.99,0.08000000000000007,0.08000000000000007
trial_0020_bite_012_transfer,trial_0020_bite_012,trial_0020,transfer,1.45,1.19,0.26,0.26
trial_0020_bite_012_withdrawal,trial_0020_bite_012,trial_0020,withdrawal,1.07,1.23,-0.15999999999999992,0.15999999999999992
trial_0020_bite_013_transfer,trial_0020_bite_013,trial_0020,transfer,1.45,1.42,0.030000000000000027,0.030000000000000027
trial_0020_bite_013_withdrawal,trial_0020_bite_013,trial_0020,withdrawal,1.07,1.48,-0.4099999999999999,0.4099999999999999
trial_0020_bite_014_transfer,trial_0020_bite_014,trial_0020,transfer,1.45,1.48,-0.030000000000000027,0.030000000000000027
trial_0020_bite_014_withdrawal,trial_0020_bite_014,trial_0020,withdrawal,1.07,1.16,-0.08999999999999986,0.08999999999999986
trial_0020_bite_015_transfer,trial_0020_bite_015,trial_0020,transfer,1.45,3.22,-1.7700000000000002,1.7700000000000002
trial_0020_bite_015_withdrawal,trial_0020_bite_015,trial_0020,withdrawal,1.07,1.03,0.040000000000000036,0.040000000000000036
trial_0020_bite_016_transfer,trial_0020_bite_016,trial_0020,transfer,1.45,1.62,-0.17000000000000015,0.17000000000000015
trial_0020_bite_016_withdrawal,trial_0020_bite_016,trial_0020,withdrawal,1.07,0.94,0.13000000000000012,0.13000000000000012
trial_0020_bite_017_transfer,trial_0020_bite_017,trial_0020,transfer,1.45,1.19,0.26,0.26
trial_0020_bite_017_withdrawal,trial_0020_bite_017,trial_0020,withdrawal,1.07,1.03,0.040000000000000036,0.040000000000000036
trial_0020_bite_018_transfer,trial_0020_bite_018,trial_0020,transfer,1.45,2.0,-0.55,0.55
trial_0020_bite_018_withdrawal,trial_0020_bite_018,trial_0020,withdrawal,1.07,1.07,0.0,0.0
trial_0020_bite_019_transfer,trial_0020_bite_019,trial_0020,transfer,1.45,0.99,0.45999999999999996,0.45999999999999996
trial_0020_bite_019_withdrawal,trial_0020_bite_019,trial_0020,withdrawal,1.07,0.89,0.18000000000000005,0.18000000000000005
