record_id,parent_bite_id,take,phase,usable,exclusion_reason,initial_tool_position_B_x,initial_tool_position_B_y,initial_tool_position_B_z,initial_tool_rotation_rotvec_x,initial_tool_rotation_rotvec_y,initial_tool_rotation_rotvec_z,initial_tool_orientation_B_r0c0,initial_tool_orientation_B_r0c1,initial_tool_orientation_B_r0c2,initial_tool_orientation_B_r1c0,initial_tool_orientation_B_r1c1,initial_tool_orientation_B_r1c2,initial_tool_orientation_B_r2c0,initial_tool_orientation_B_r2c1,initial_tool_orientation_B_r2c2,initial_valid_tool_sample_index,plate_position_B_x,plate_position_B_y,plate_position_B_z,mouth_proxy_position_B_x,mouth_proxy_position_B_y,mouth_proxy_position_B_z,valid_plate_fraction,finite_mouth_proxy_fraction,mouth_proxy_constant_within_record,mouth_proxy_max_deviation_m,segment_duration_s,valid_tool_pose_samples,total_samples,final_fork_to_mouth_proxy_distance_m,max_relative_rotation_rad
trial_0012_bite_006_transfer,trial_0012_bite_006,trial_0012,transfer,True,,-0.063966386,0.038323063,0.068033881,-1.9316874118714147,-0.4125596648088084,-2.053936329229852,-0.05808733028198154,0.3996064075556323,0.9148445666347884,-0.015347976460507895,-0.9166410490821231,0.3994166080124769,0.9981935191531148,0.009160031555995207,0.059378381104687294,0,-0.151067789247,0.126267091495,0.006906875109999999,0.039049914406,0.683132163126,0.361424902703,1.0,1.0,True,0.0,1.56,157,157,0.17999981086362374,0.2941280867123861
trial_0012_bite_006_withdrawal,trial_0012_bite_006,trial_0012,withdrawal,True,,0.091694951,0.496295005,0.383194208,-1.9632431247757598,-0.34738824446218464,-2.3054906578603958,-0.16768583769712408,0.21719183168308143,0.9616179948846433,0.07580876091329308,-0.9697005205686465,0.23223680194509932,0.9829214066264939,0.11184189134239525,0.14614000046650788,0,-0.151067789247,0.126267091495,0.006906875109999999,0.039049914406,0.683132163126,0.361424902703,1.0,1.0,True,0.0,1.3,131,131,0.5511201506497767,2.010511414565903
trial_0012_bite_007_transfer,trial_0012_bite_007,trial_0012,transfer,True,,-0.050165087,0.032941662,0.074710675,-1.767069746438139,-0.45047935282841645,-2.234508102755657,-0.22867427750224234,0.3854692103319612,0.8939359947417274,-0.008999792081226643,-0.9190651670184636,0.39400282044145063,0.9734613903752537,0.08205307221169433,0.21363570579212715,0,-0.151067789247,0.126267091495,0.006906875109999999,0.025597423209,0.691946478303,0.36158815714500003,1.0,1.0,True,0.0,1.32,133,133,0.1799996934855471,0.350566121075606
trial_0012_bite_007_withdrawal,trial_0012_bite_007,trial_0012,withdrawal,True,,0.093197539,0.520562589,0.370202839,-1.803373341045831,-0.33877488469223027,-2.2592897257128848,-0.21582520324750631,0.32007230744673487,0.9224820863566381,-0.03543127642723065,-0.9466928666232322,0.3201831365569161,0.9757889660648507,0.03641887272294997,0.21566075075377023,0,-0.151067789247,0.126267091495,0.006906875109999999,0.025597423209,0.691946478303,0.36158815714500003,1.0,1.0,True,0.0,1.39,140,140,0.5427064330620006,1.7013890769243443
trial_0012_bite_008_transfer,trial_0012_bite_008,trial_0012,transfer,True,,-0.110935584,0.018599898,0.079494268,-1.794648094156488,-0.4890332926825224,-2.5197269692905913,-0.3432693011579022,0.1867230419969028,0.9204893766198436,0.1711636241155322,-0.9511920162836404,0.2567815451661194,0.9235091773567831,0.24569951922151956,0.29455482612259454,0,-0.151067789247,0.126267091495,0.006906875109999999,0.027730209356,0.690737349508,0.35047311656400004,1.0,1.0,True,0.0,1.67,168,168,0.17999987151753427,0.5828744923980188
trial_0012_bite_008_withdrawal,trial_0012_bite_008,trial_0012,withdrawal,True,,0.102955237,0.508856356,0.359531552,-1.7396619503232023,-0.33874891552935554,-2.2760330944896148,-0.2517445965088097,0.3397769334892547,0.9061877805384794,-0.06115443626080547,-0.9400576199888797,0.33548741560074385,0.9658596135330639,0.02903974120893138,0.257433293061093,0,-0.151067789247,0.126267091495,0.006906875109999999,0.027730209356,0.690737349508,0.35047311656400004,1.0,1.0,True,0.0,0.97,98,98,0.5749559640720769,1.3450762075983802
trial_0012_bite_009_transfer,trial_0012_bite_009,trial_0012,transfer,True,,-0.104404397,0.046684518,0.075519502,-1.6732452299855034,-0.4089862281369746,-2.424231323617066,-0.3572631104791442,0.289753957781591,0.8879221327575246,0.017590826819823435,-0.9484062183223076,0.3165694360789976,0.9338381191098177,0.12871786588303719,0.3337335438638955,0,-0.151067789247,0.126267091495,0.006906875109999999,0.019375131280000003,0.689856384863,0.35938734006800005,1.0,1.0,True,0.0,2.41,230,242,0.1799999178203461,0.43741004753174323
trial_0012_bite_009_withdrawal,trial_0012_bite_009,trial_0012,withdrawal,True,,0.094541468,0.526038229,0.378311038,-1.700728328598249,-0.43746744257840525,-2.3422011194850114,-0.3098207946147489,0.3417076112274511,0.887269397451256,0.0015988296305767258,-0.9329983288217414,0.35987714870445753,0.9507936258558416,0.11291601677825419,0.28851595135596064,0,-0.151067789247,0.126267091495,0.006906875109999999,0.019375131280000003,0.689856384863,0.35938734006800005,1.0,1.0,True,0.0,1.37,138,138,0.7339396986259692,0.7896884052695675
trial_0012_bite_010_transfer,trial_0012_bite_010,trial_0012,transfer,True,,-0.094789237,0.018114451,0.090656377,-1.8020483514421375,-0.26932910319367936,-2.4165804514734646,-0.28667878303701333,0.19730787886547502,0.9374886006208418,0.013936959961020623,-0.9775995448359349,0.21001164511430767,0.9579253814903654,0.07327162393573672,0.27750717580336187,0,-0.151067789247,0.126267091495,0.006906875109999999,0.030212462253000002,0.6791791568960001,0.36118001369900005,1.0,1.0,True,0.0,1.51,152,152,0.17999994338616976,0.4024749620444009
trial_0012_bite_010_withdrawal,trial_0012_bite_010,trial_0012,withdrawal,True,,0.105647102,0.510978281,0.394297034,-1.6588544281621023,-0.49958709496962783,-2.3594024619417424,-0.34211961085225184,0.36276512701535635,0.8668077263683315,0.019697396208516793,-0.9195016735115823,0.3925922630312575,0.9394499371722308,0.1513873674747393,0.3074340262823225,0,-0.151067789247,0.126267091495,0.006906875109999999,0.030212462253000002,0.6791791568960001,0.36118001369900005,1.0,1.0,True,0.0,0.98,99,99,0.5791638961036322,1.4210134926971094
trial_0012_bite_011_transfer,trial_0012_bite_011,trial_0012,transfer,True,,-0.099908173,0.029714461,0.087090485,-1.8831765398187152,-0.3239101588112541,-2.350588921671063,-0.22321701107609537,0.21949081962273112,0.9497357243294557,0.04555829881254214,-0.9709051184820323,0.23509081716370334,0.9737035521017479,0.0957446134606662,0.20672291023905934,0,-0.151067789247,0.126267091495,0.006906875109999999,0.030620667525999998,0.685194644542,0.363050552963,1.0,1.0,True,0.0,2.04,205,205,0.17999981951114608,0.4078031266766334
trial_0012_bite_011_withdrawal,trial_0012_bite_011,trial_0012,withdrawal,True,,0.089821696,0.499340653,0.374706775,-1.8842027581345817,-0.35802047266545284,-2.275254789189564,-0.18994194918324953,0.2775238445549613,0.9417550486426403,0.025104015638558685,-0.9575308225951278,0.2872359869151449,0.9814743217931314,0.07819999669905342,0.17490830791297812,0,-0.151067789247,0.126267091495,0.006906875109999999,0.030620667525999998,0.685194644542,0.363050552963,1.0,1.0,True,0.0,1.74,175,175,0.7232319275337444,0.6138065543946132
