record_id,parent_bite_id,take,phase,generator,first_delta_correction_rad,generated_vs_measured_reference_delta_psi_rmse_rad,generated_vs_measured_reference_delta_psi_mae_rad,generated_vs_measured_reference_delta_psi_p95_rad,generated_vs_measured_reference_delta_psi_max_rad,end_to_end_coordination_deviation_rmse_rad,end_to_end_coordination_deviation_mae_rad,coordination_success
trial_0014_bite_005_transfer,trial_0014_bite_005,trial_0014,transfer,contextual_promp,-0.0031258860822755904,0.010410446356259363,0.008802975395701067,0.017893941071688235,0.022475577442135908,0.1437917913994566,0.12244507688028965,True
trial_0014_bite_005_withdrawal,trial_0014_bite_005,trial_0014,withdrawal,retrieval,0.0032094228792226773,0.053684351836324896,0.045465231359027324,0.08764110356791519,0.09116124333602352,0.11485879345099763,0.09792667975789286,True
trial_0014_bite_005_withdrawal,trial_0014_bite_005,trial_0014,withdrawal,contextual_promp,0.0032094228792226773,0.035848311002454426,0.028211733369335804,0.06298045216785508,0.06702980224296673,0.06672562475313444,0.055631102389238865,True
trial_0014_bite_006_transfer,trial_0014_bite_006,trial_0014,transfer,retrieval,0.011142262177825414,0.00792499515482766,0.00674343824072281,0.013800153419437994,0.016302079251708436,0.09435109960703227,0.07964623354120108,True
trial_0014_bite_006_transfer,trial_0014_bite_006,trial_0014,transfer,contextual_promp,0.011142262177825414,0.006718464325732012,0.0051389151744669,0.012793748113009151,0.013762907013526449,0.10111018838376248,0.0877765667477393,True
trial_0014_bite_006_withdrawal,trial_0014_bite_006,trial_0014,withdrawal,retrieval,-0.012891127959245706,0.056562239595671186,0.05044966088446195,0.08368055397582042,0.08958143276977418,0.11344079289313316,0.09808734071212889,True
trial_0014_bite_006_withdrawal,trial_0014_bite_006,trial_0014,withdrawal,contextual_promp,-0.012891127959245706,0.07021848771670833,0.05617718155948657,0.10619861360272628,0.11018219702838916,0.06191400775418922,0.04341091676871538,True
trial_0014_bite_007_transfer,trial_0014_bite_007,trial_0014,transfer,retrieval,0.003214771263658607,0.02286291197389315,0.019619160152926075,0.03909182281231868,0.040346078965506876,0.09242642949501054,0.08017787701860454,True
trial_0014_bite_007_transfer,trial_0014_bite_007,trial_0014,transfer,contextual_promp,0.003214771263658607,0.007066421726400381,0.006233908110172796,0.011943395950335223,0.013353492906013564,0.07706378316708823,0.06498039998843985,True
trial_0014_bite_007_withdrawal,trial_0014_bite_007,trial_0014,withdrawal,retrieval,-0.015827299270315447,0.07251892754924966,0.057144412739338624,0.14092346011990803,0.15383512878726813,0.04578632346626576,0.03800699929609476,True
trial_0014_bite_007_withdrawal,trial_0014_bite_007,trial_0014,withdrawal,contextual_promp,-0.015827299270315447,0.051935048568888934,0.04376356267622862,0.08705407570542609,0.09486645451047568,0.030394897318054084,0.025624413655132187,True
trial_0014_bite_008_transfer,trial_0014_bite_008,trial_0014,transfer,retrieval,0.011121192397306433,0.013410156368278045,0.011712043407547083,0.02063964929649205,0.02291839808079493,0.09222989515401019,0.08034358475150785,True
trial_0014_bite_008_transfer,trial_0014_bite_008,trial_0014,transfer,contextual_promp,0.011121192397306433,0.008711865008986103,0.00815167708750251,0.013354680035352784,0.014121152888629585,0.09159928642899669,0.07816605081058989,True
trial_0014_bite_008_withdrawal,trial_0014_bite_008,trial_0014,withdrawal,retrieval,-0.0210216241694065,0.11563254830508683,0.08305603532460164,0.2129705546175956,0.21810452531131955,0.13441328539323755,0.10036395545217519,True
trial_0014_bite_008_withdrawal,trial_0014_bite_008,trial_0014,withdrawal,contextual_promp,-0.0210216241694065,0.04856505307437335,0.037649862242107465,0.09669845395407052,0.10205905684005556,0.06071454448089273,0.04848499336706584,True
trial_0014_bite_009_transfer,trial_0014_bite_009,trial_0014,transfer,retrieval,0.0003600694395706136,0.008065552869188537,0.00623300579502066,0.015527056287855586,0.017389885488361678,0.07254095422756768,0.05849679640142078,True
trial_0014_bite_009_transfer,trial_0014_bite_009,trial_0014,transfer,contextual_promp,0.0003600694395706136,0.016053927449949837,0.015263048952388326,0.022208030117495642,0.023898384796119138,0.056597140283086725,0.04702430675957158,True
trial_0014_bite_009_withdrawal,trial_0014_bite_009,trial_0014,withdrawal,retrieval,-0.007575255551705441,0.04435615836880991,0.03104969483636334,0.08868915662162963,0.09410134208546585,0.060345048240178605,0.04642836447123551,True
trial_0014_bite_009_withdrawal,trial_0014_bite_009,trial_0014,withdrawal,contextual_promp,-0.007575255551705441,0.06876593011813728,0.05732827660020435,0.1092217452838975,0.11371172835199908,0.04930138943054121,0.037550385638962326,True
trial_0014_bite_010_transfer,trial_0014_bite_010,trial_0014,transfer,retrieval,-0.010607523803180759,0.020236529492577038,0.014275163936986223,0.03954819008724755,0.05390779016600986,0.1251297813130069,0.11136712836785304,True
trial_0014_bite_010_transfer,trial_0014_bite_010,trial_0014,transfer,contextual_promp,-0.010607523803180759,0.019133510154389795,0.01615969883681859,0.033205668520478265,0.03713722062725031,0.11455911002589106,0.10137065998570655,True
trial_0014_bite_010_withdrawal,trial_0014_bite_010,trial_0014,withdrawal,retrieval,0.00440170023122665,0.1012459250997908,0.07611760042955455,0.19664408964584185,0.20675893226481487,0.04722791138330799,0.036830978866094155,True
trial_0014_bite_010_withdrawal,trial_0014_bite_010,trial_0014,withdrawal,contextual_promp,0.00440170023122665,0.09383516168752004,0.08488207757414067,0.13281496483544686,0.1374575214389288,0.02802400965952872,0.0218543024855121,True
trial_0014_bite_011_transfer,trial_0014_bite_011,trial_0014,transfer,retrieval,0.0046110261903473185,0.023469262736215402,0.020670201650492593,0.035279852570861275,0.036392330640892256,0.12480338067687066,0.10463752090904141,True
trial_0014_bite_011_transfer,trial_0014_bite_011,trial_0014,transfer,contextual_promp,0.0046110261903473185,0.015700374479091263,0.011518207296561814,0.032782775126874004,0.034783968239919305,0.10324590164953522,0.087907294625549,True
trial_0014_bite_011_withdrawal,trial_0014_bite_011,trial_0014,withdrawal,retrieval,0.0008471054967045463,0.029652537135711577,0.023622685951462826,0.05884382877402117,0.0763202555526643,0.03189379896363619,0.025296931108640876,True
trial_0014_bite_011_withdrawal,trial_0014_bite_011,trial_0014,withdrawal,contextual_promp,0.0008471054967045463,0.04823207287315031,0.03534061686431261,0.09403117681075607,0.1003186761144148,0.06346166840469974,0.041795498327315876,True
trial_0014_bite_012_transfer,trial_0014_bite_012,trial_0014,transfer,retrieval,0.0001975446273976625,0.030180637090692273,0.027532736756693273,0.043785505929218954,0.04590987326763474,0.21874345611640286,0.18926317169302473,True
trial_0014_bite_012_transfer,trial_0014_bite_012,trial_0014,transfer,contextual_promp,0.0001975446273976625,0.00638389086476788,0.0054633009624261274,0.012402224699884558,0.016434054213340932,0.18813849884671166,0.1621639050605568,True
trial_0014_bite_012_withdrawal,trial_0014_bite_012,trial_0014,withdrawal,retrieval,-0.0028982521526492652,0.07233310747102153,0.056897712283231025,0.13652792892190027,0.14554154667224764,0.04396450511120163,0.03752029989526106,True
trial_0014_bite_012_withdrawal,trial_0014_bite_012,trial_0014,withdrawal,contextual_promp,-0.0028982521526492652,0.061899131107499956,0.046791684717432426,0.12497845060523803,0.1324681626394615,0.04844466062663363,0.042279523307583805,True
trial_0014_bite_013_transfer,trial_0014_bite_013,trial_0014,transfer,retrieval,-0.002731944904223342,0.0447959494167111,0.0395481163687312,0.06595251107413666,0.06933693475371366,0.19833391809110734,0.17752183189507306,True
trial_0014_bite_013_transfer,trial_0014_bite_013,trial_0014,transfer,contextual_promp,-0.002731944904223342,0.015845902252034222,0.013657193893253152,0.026242520892889754,0.03179966371090004,0.16866401063189695,0.15056972830451504,True
trial_0014_bite_013_withdrawal,trial_0014_bite_013,trial_0014,withdrawal,retrieval,-0.024955171540468828,0.05179185761387818,0.04553755355451895,0.08553408942443327,0.09036529909639204,0.09885901209559618,0.08626197302524716,True
trial_0014_bite_013_withdrawal,trial_0014_bite_013,trial_0014,withdrawal,contextual_promp,-0.024955171540468828,0.017368506475986444,0.012979461693817742,0.031831625806645995,0.03656932988043782,0.06152722049715914,0.05290456136382865,True
trial_0014_bite_014_transfer,trial_0014_bite_014,trial_0014,transfer,retrieval,-0.0059478408295055366,0.055505087184836224,0.0514611141253014,0.08774918636209054,0.08896208552501383,0.23280637466329074,0.2188730923922078,True
trial_0014_bite_014_transfer,trial_0014_bite_014,trial_0014,transfer,contextual_promp,-0.0059478408295055366,0.032544053233825435,0.026706444913195,0.05884065331452003,0.06327534496256758,0.1896248861857436,0.18004037401815304,True
trial_0014_bite_014_withdrawal,trial_0014_bite_014,trial_0014,withdrawal,retrieval,-0.013207997344466267,0.14607593416812803,0.11365685669041171,0.2661872043686978,0.2833891497618369,0.1615436290268929,0.11845013606046771,True
trial_0014_bite_014_withdrawal,trial_0014_bite_014,trial_0014,withdrawal,contextual_promp,-0.013207997344466267,0.14049901446964944,0.12489200378756418,0.22057029352287494,0.2299196198943399,0.14655946492694838,0.12536652164235795,True
trial_0014_bite_015_transfer,trial_0014_bite_015,trial_0014,transfer,retrieval,-0.004317113966307094,0.039583060539490705,0.03798313617331963,0.04826530339437529,0.050872585122575836,0.16321704393347633,0.1420885728140805,True
trial_0014_bite_015_transfer,trial_0014_bite_015,trial_0014,transfer,contextual_promp,-0.004317113966307094,0.011983601473745418,0.009362782654090171,0.020971426707768415,0.024316743596554016,0.12918800900444283,0.11223545331449444,True
trial_0014_bite_015_withdrawal,trial_0014_bite_015,trial_0014,withdrawal,retrieval,-0.04706343200017184,0.07204374079951817,0.059923950420888036,0.1269230303002693,0.14155604002538102,0.21464362615737745,0.18545538982953977,True
trial_0014_bite_015_withdrawal,trial_0014_bite_015,trial_0014,withdrawal,contextual_promp,-0.04706343200017184,0.08988348005908288,0.073071461940168,0.1531388552964186,0.15955916119191463,0.22901956066118148,0.19866913483960078,True
trial_0014_bite_016_transfer,trial_0014_bite_016,trial_0014,transfer,retrieval,-0.007185951248092855,0.04559056501267161,0.04455661832246799,0.05573469354381594,0.05888360007482559,0.18026754748918997,0.1686869505376465,True
trial_0014_bite_016_transfer,trial_0014_bite_016,trial_0014,transfer,contextual_promp,-0.007185951248092855,0.021924899173591965,0.018031835018158176,0.03979867062008128,0.044003474359293734,0.1511715881389003,0.1421847434906137,True
trial_0014_bite_016_withdrawal,trial_0014_bite_016,trial_0014,withdrawal,retrieval,-0.025140254937141567,0.1346619735057361,0.11324818354284323,0.2275369880044124,0.24546087698975386,0.05924863487088784,0.05113328899605929,True
trial_0014_bite_016_withdrawal,trial_0014_bite_016,trial_0014,withdrawal,contextual_promp,-0.025140254937141567,0.1072047361132708,0.09586848614389516,0.1398054906874285,0.14279681970503755,0.04840930314045049,0.034525586610204176,True
trial_0014_bite_017_transfer,trial_0014_bite_017,trial_0014,transfer,retrieval,0.007255387309355217,0.020949392303294116,0.019190990452515714,0.03132279056296705,0.03448703249064,0.06499986323464267,0.057313728843092986,True
trial_0014_bite_017_transfer,trial_0014_bite_017,trial_0014,transfer,contextual_promp,0.007255387309355217,0.03261966989003417,0.028749055622210147,0.04635478215506264,0.05297783734458805,0.05188765412560786,0.04622408119847869,True
trial_0014_bite_017_withdrawal,trial_0014_bite_017,trial_0014,withdrawal,retrieval,0.012117225838018365,0.14022410962302354,0.12491728498142585,0.2361739725215944,0.24967797719412166,0.09258750338970372,0.07143655977866596,True
trial_0014_bite_017_withdrawal,trial_0014_bite_017,trial_0014,withdrawal,contextual_promp,0.012117225838018365,0.12608620342512714,0.11233698664619673,0.19333869780549223,0.20917036354619814,0.07210191379885435,0.05495561594781844,True
trial_0014_bite_018_transfer,trial_0014_bite_018,trial_0014,transfer,retrieval,0.013061427736113997,0.02299808237501124,0.020300495463264775,0.04373417784191101,0.04773072751593628,0.10584567529551893,0.09321707931631056,True
trial_0014_bite_018_transfer,trial_0014_bite_018,trial_0014,transfer,contextual_promp,0.013061427736113997,0.014741103450677168,0.012058136868906905,0.02515332674239618,0.033011876989257956,0.09250047595300308,0.07694063868377962,True
trial_0014_bite_018_withdrawal,trial_0014_bite_018,trial_0014,withdrawal,retrieval,-0.01273524812371208,0.13957298843492985,0.09775286197908954,0.258256480818551,0.27173675987450185,0.0815585969282789,0.06287390230325514,True
trial_0014_bite_018_withdrawal,trial_0014_bite_018,trial_0014,withdrawal,contextual_promp,-0.01273524812371208,0.07492904343870742,0.05135196330772749,0.13695464689931805,0.14966467264800457,0.020101349259358133,0.017178294775694745,True
trial_0014_bite_019_transfer,trial_0014_bite_019,trial_0014,transfer,retrieval,0.019294944257409533,0.02484054486465647,0.018398322855135155,0.053871860056402814,0.06222015539313141,0.03031912411137496,0.025694054590242692,True
trial_0014_bite_019_transfer,trial_0014_bite_019,trial_0014,transfer,contextual_promp,0.019294944257409533,0.02100955271545656,0.01431171395531478,0.048240990988663135,0.05417226398758789,0.025318258677965375,0.02017873737935403,True
trial_0014_bite_019_withdrawal,trial_0014_bite_019,trial_0014,withdrawal,retrieval,-0.009188219518879388,0.13655724160080607,0.11505586143749068,0.24357845788589835,0.2493089493353396,0.04385526301139889,0.03478905733113133,True
trial_0014_bite_019_withdrawal,trial_0014_bite_019,trial_0014,withdrawal,contextual_promp,-0.009188219518879388,0.07198957698749567,0.05313018996562355,0.1452390274023081,0.14830278028987398,0.07069457278000714,0.060498254266380204,True
trial_0014_bite_020_transfer,trial_0014_bite_020,trial_0014,transfer,retrieval,0.00910769186646656,0.026469815934282596,0.021812380517745575,0.0502096088110639,0.05472067034836057,0.15149374946779734,0.13981121745647504,True
trial_0014_bite_020_transfer,trial_0014_bite_020,trial_0014,transfer,contextual_promp,0.00910769186646656,0.06123937523323123,0.05458890796662404,0.1033238315953623,0.10812517219814331,0.18689573496173043,0.17268742267592438,True
trial_0014_bite_020_withdrawal,trial_0014_bite_020,trial_0014,withdrawal,retrieval,-0.0414888723087771,0.2018179430365457,0.1777004878576134,0.3130141191519085,0.3275833349266964,0.11533551691308293,0.09243769368110381,True
trial_0014_bite_020_withdrawal,trial_0014_bite_020,trial_0014,withdrawal,contextual_promp,-0.0414888723087771,0.16324455056572412,0.14769460043517946,0.21833895668434833,0.22810047749249499,0.07297919488782738,0.06351998640916312,True
trial_0014_bite_021_transfer,trial_0014_bite_021,trial_0014,transfer,retrieval,0.010287985739552911,0.03229183176976849,0.03007956123355523,0.0458408917922096,0.04808631934298123,0.07941098995142376,0.07165139100909716,True
trial_0014_bite_021_transfer,trial_0014_bite_021,trial_0014,transfer,contextual_promp,0.010287985739552911,0.01649043549542471,0.014450451025371607,0.026707803110599306,0.02908162256985336,0.07260443989764752,0.05814292610791192,True
trial_0014_bite_021_withdrawal,trial_0014_bite_021,trial_0014,withdrawal,retrieval,-0.02481232207423837,0.054868444663453975,0.047129644912478626,0.08944522351205594,0.094321200103013,0.17129115650982862,0.1463775668461226,True
trial_0014_bite_021_withdrawal,trial_0014_bite_021,trial_0014,withdrawal,contextual_promp,-0.02481232207423837,0.050589088909191386,0.03976691996130894,0.08793644102171785,0.10287182941547979,0.150691056891417,0.1275226676702477,True
trial_0015_bite_001_transfer,trial_0015_bite_001,trial_0015,transfer,retrieval,0.045820715927838956,0.017739195141463226,0.015312646436675006,0.027607975452201436,0.031195500510448115,0.029765534990726924,0.023346369308370564,True
trial_0015_bite_001_transfer,trial_0015_bite_001,trial_0015,transfer,contextual_promp,0.045820715927838956,0.020233799655889687,0.017963339177790527,0.03263652079389881,0.03519449834718022,0.02927152667986649,0.02067822617189977,True
trial_0015_bite_001_withdrawal,trial_0015_bite_001,trial_0015,withdrawal,retrieval,-0.020320147865992736,0.11856656931989311,0.10021167399865483,0.180888283974082,0.19371516900442143,0.08330937598868242,0.07224815840634524,True
trial_0015_bite_001_withdrawal,trial_0015_bite_001,trial_0015,withdrawal,contextual_promp,-0.020320147865992736,0.04526481218902475,0.03768652314063612,0.07463035927983569,0.07755762161037598,0.14288668119702444,0.13292874744354977,True
trial_0015_bite_002_transfer,trial_0015_bite_002,trial_0015,transfer,retrieval,-0.01401049581717426,0.0730528896312491,0.06321314415833577,0.12130929513340931,0.12464914426661437,0.036135097885015906,0.02485055021847231,True
trial_0015_bite_002_transfer,trial_0015_bite_002,trial_0015,transfer,contextual_promp,-0.01401049581717426,0.019794438075705387,0.015672269334065816,0.033258264403344534,0.044023517002811846,0.04672013781830718,0.035405702061245534,True
trial_0015_bite_002_withdrawal,trial_0015_bite_002,trial_0015,withdrawal,retrieval,-0.009834200899541453,0.12960530236281592,0.11396924415645072,0.18051378869986454,0.18359748162449213,0.1013965552080919,0.07061369893270068,True
trial_0015_bite_002_withdrawal,trial_0015_bite_002,trial_0015,withdrawal,contextual_promp,-0.009834200899541453,0.06036904558071395,0.05175205583586672,0.0864092511596995,0.08863045775055237,0.1555654127093901,0.131781685753084,True
trial_0015_bite_003_transfer,trial_0015_bite_003,trial_0015,transfer,retrieval,-0.013809575913232678,0.04378485950340683,0.0357412961312779,0.08267626380767285,0.09152885558161566,0.051309902565137795,0.03545018589133342,True
trial_0015_bite_003_transfer,trial_0015_bite_003,trial_0015,transfer,contextual_promp,-0.013809575913232678,0.04779642107664147,0.04343352060951045,0.07918957299636925,0.08458353125589035,0.033514946365353564,0.024713581824541763,True
trial_0015_bite_003_withdrawal,trial_0015_bite_003,trial_0015,withdrawal,retrieval,-0.020772289044439295,0.12565408776248954,0.10590018883190148,0.20634606554107066,0.22003680241205692,0.06754395895684093,0.056049929825250144,True
trial_0015_bite_003_withdrawal,trial_0015_bite_003,trial_0015,withdrawal,contextual_promp,-0.020772289044439295,0.06350133655345988,0.054935671512809404,0.09166144595398307,0.10141552413727684,0.0839759992873176,0.06354204229426073,True
trial_0015_bite_004_transfer,trial_0015_bite_004,trial_0015,transfer,retrieval,0.03443241253240262,0.012930162639418215,0.009633124360173351,0.028947933509091583,0.033622095861155415,0.06735572274960965,0.05333132963322209,True
trial_0015_bite_004_transfer,trial_0015_bite_004,trial_0015,transfer,contextual_promp,0.03443241253240262,0.015335498587866855,0.011975903056730871,0.02915999777783662,0.03193961994712349,0.06578968171605665,0.055235229393822645,True
trial_0015_bite_004_withdrawal,trial_0015_bite_004,trial_0015,withdrawal,retrieval,-0.028752374616217904,0.03742774593007668,0.02891928018424477,0.07188510053034575,0.07942307507834306,0.11216589930041455,0.09412602810718827,True
trial_0015_bite_004_withdrawal,trial_0015_bite_004,trial_0015,withdrawal,contextual_promp,-0.028752374616217904,0.09259832283881245,0.07721747945130296,0.15247618207084557,0.15372122668325328,0.05310481467393216,0.03605290057274768,True
trial_0015_bite_005_transfer,trial_0015_bite_005,trial_0015,transfer,retrieval,0.010063701872583593,0.02148464197375246,0.019212317548852505,0.03453025116141742,0.03721702056131135,0.05960608003040579,0.04985084758476912,True
trial_0015_bite_005_transfer,trial_0015_bite_005,trial_0015,transfer,contextual_promp,0.010063701872583593,0.036088117094045906,0.026819233163662293,0.06852543579430836,0.06949111826356075,0.06546777094269912,0.06012585669449129,True
trial_0015_bite_005_withdrawal,trial_0015_bite_005,trial_0015,withdrawal,retrieval,-0.04051698481982742,0.051195353866878,0.04130118191736062,0.08504900251486203,0.09011313537618665,0.22438188738460596,0.2039036994065607,True
trial_0015_bite_005_withdrawal,trial_0015_bite_005,trial_0015,withdrawal,contextual_promp,-0.04051698481982742,0.046120161122539756,0.037733478405533094,0.08654640219543774,0.0909884226305945,0.2816506148571906,0.24964608191233417,True
trial_0015_bite_006_transfer,trial_0015_bite_006,trial_0015,transfer,retrieval,0.01626924868469146,0.045102750725675475,0.03633007407228003,0.07649110483568294,0.08068016003799452,0.11091430007257914,0.09226096282196035,True
trial_0015_bite_006_transfer,trial_0015_bite_006,trial_0015,transfer,contextual_promp,0.01626924868469146,0.04320191620571031,0.0409579238229625,0.062441510030698755,0.06565613224197346,0.11381882859927665,0.09513428158005272,True
trial_0015_bite_006_withdrawal,trial_0015_bite_006,trial_0015,withdrawal,retrieval,-0.0347723740189705,0.13006476692079644,0.10655171871339847,0.2273108812494283,0.23938196164452064,0.11272236720206072,0.09392554765816896,True
trial_0015_bite_006_withdrawal,trial_0015_bite_006,trial_0015,withdrawal,contextual_promp,-0.0347723740189705,0.08883018970242172,0.07794066942441201,0.1350540380307943,0.13721148540203185,0.09600699763072064,0.07708704389212484,True
trial_0015_bite_007_transfer,trial_0015_bite_007,trial_0015,transfer,retrieval,0.01361148825941354,0.02578345036150269,0.022601868464005487,0.04100214206163994,0.043139622023597855,0.025070890102656753,0.020993553592785014,True
trial_0015_bite_007_transfer,trial_0015_bite_007,trial_0015,transfer,contextual_promp,0.01361148825941354,0.026727094058921742,0.025906655466669662,0.034619093079700236,0.036897197679713,0.030192684873080383,0.024335829819800436,True
trial_0015_bite_007_withdrawal,trial_0015_bite_007,trial_0015,withdrawal,retrieval,-0.054621753362071424,0.08414309388536831,0.06566413351802161,0.14723978304060395,0.15002505358621795,0.05634551270515218,0.04755412263793962,True
trial_0015_bite_007_withdrawal,trial_0015_bite_007,trial_0015,withdrawal,contextual_promp,-0.054621753362071424,0.06820060767639045,0.0533109533595677,0.11681875486002877,0.12029497073569258,0.06071412959345704,0.04995221657581818,True
trial_0015_bite_008_transfer,trial_0015_bite_008,trial_0015,transfer,retrieval,-0.009255745856066578,0.02739827804125343,0.02261012391863134,0.04378923339458696,0.05007733539012889,0.03853134809048357,0.033638108445950124,True
trial_0015_bite_008_transfer,trial_0015_bite_008,trial_0015,transfer,contextual_promp,-0.009255745856066578,0.02517395826962123,0.019788553458565897,0.04489863280229037,0.047511502285266946,0.047000409410631154,0.043594496049005206,True
trial_0015_bite_008_withdrawal,trial_0015_bite_008,trial_0015,withdrawal,retrieval,-0.10293169586207403,0.12259656114119998,0.09175594358824041,0.2178866870031996,0.2208547560497493,0.12979644248742525,0.09525031709829467,True
trial_0015_bite_008_withdrawal,trial_0015_bite_008,trial_0015,withdrawal,contextual_promp,-0.10293169586207403,0.13383109193878703,0.10775941911055036,0.2252096959318,0.2272268185534519,0.13816731752624045,0.11088107851000334,True
trial_0015_bite_009_transfer,trial_0015_bite_009,trial_0015,transfer,retrieval,-0.026474540437162363,0.0788354455048095,0.06095553106240113,0.1411049318667106,0.14870997541733658,0.12274576280363922,0.1027543727638117,True
trial_0015_bite_009_transfer,trial_0015_bite_009,trial_0015,transfer,contextual_promp,-0.026474540437162363,0.028571515034142732,0.020472764748802132,0.067468541541471,0.07685014658165565,0.08313883231353912,0.07678975621889905,True
trial_0015_bite_009_withdrawal,trial_0015_bite_009,trial_0015,withdrawal,retrieval,-0.00892021229883461,0.09337569660016938,0.07363624911062895,0.16488047124478858,0.17100687117217916,0.16297669886540864,0.11057065126426442,True
trial_0015_bite_009_withdrawal,trial_0015_bite_009,trial_0015,withdrawal,contextual_promp,-0.00892021229883461,0.12072027756356751,0.10142605711948038,0.1917545125979928,0.194343169218086,0.1492297345765092,0.11175440197885061,True
trial_0015_bite_010_transfer,trial_0015_bite_010,trial_0015,transfer,retrieval,-0.0030333557481587066,0.041229102751824336,0.03480824221493957,0.06701157201112648,0.06948656495108838,0.013283141597681868,0.011144553597520623,True
trial_0015_bite_010_transfer,trial_0015_bite_010,trial_0015,transfer,contextual_promp,-0.0030333557481587066,0.037296328983628696,0.03466432153378741,0.04928215691996374,0.05404234798732523,0.03676085535995653,0.02945434120805916,True
trial_0015_bite_010_withdrawal,trial_0015_bite_010,trial_0015,withdrawal,retrieval,-0.030566319930332177,0.09450920207354227,0.07641706962430751,0.16030262769006323,0.1637861701414835,0.1035056785656033,0.06367452583977742,True
trial_0015_bite_010_withdrawal,trial_0015_bite_010,trial_0015,withdrawal,contextual_promp,-0.030566319930332177,0.08604618308126624,0.0717874634989188,0.13441751901211,0.13853005636331178,0.10302438986539875,0.0681576992766528,True
trial_0015_bite_011_transfer,trial_0015_bite_011,trial_0015,transfer,retrieval,0.010426012398484851,0.03939533529497988,0.03358435372559764,0.05970507767362045,0.06174709169816135,0.06739055778949321,0.06269649437609952,True
trial_0015_bite_011_transfer,trial_0015_bite_011,trial_0015,transfer,contextual_promp,0.010426012398484851,0.019584789115343098,0.017156884024388502,0.0345664655707823,0.03663088212067489,0.05593863000865996,0.052548076354854964,True
trial_0015_bite_011_withdrawal,trial_0015_bite_011,trial_0015,withdrawal,retrieval,-0.03142521182103941,0.06096365837467514,0.05172315919256612,0.10961675623782641,0.11167700418401114,0.18362451942270258,0.1342881871045821,True
trial_0015_bite_011_withdrawal,trial_0015_bite_011,trial_0015,withdrawal,contextual_promp,-0.03142521182103941,0.060729653509947745,0.054621389788122955,0.09845889112393755,0.10050118182741294,0.14205099641734736,0.10493311591466026,True
trial_0015_bite_012_withdrawal,trial_0015_bite_012,trial_0015,withdrawal,retrieval,-0.029325755356868346,0.15081408164101792,0.1262178181047843,0.2405878560298954,0.2571233082311114,0.09414683195095747,0.06739691136640663,True
trial_0015_bite_012_withdrawal,trial_0015_bite_012,trial_0015,withdrawal,contextual_promp,-0.029325755356868346,0.09872106434955916,0.0828409292999813,0.13728236366048607,0.1396667598714748,0.042640555914754914,0.035990267841610114,True
trial_0015_bite_013_transfer,trial_0015_bite_013,trial_0015,transfer,retrieval,0.03016468554217649,0.01860324413767646,0.016006707404184854,0.030687693967899665,0.034320919871967226,0.10194426555036562,0.08984581902124274,True
trial_0015_bite_013_transfer,trial_0015_bite_013,trial_0015,transfer,contextual_promp,0.03016468554217649,0.03031976917233478,0.025683927334875376,0.04690130246435098,0.049045218795084444,0.11491672565447451,0.1009712378926522,True
trial_0015_bite_013_withdrawal,trial_0015_bite_013,trial_0015,withdrawal,retrieval,-0.04510354827444753,0.055171970648152095,0.04861299522433458,0.07654867404139781,0.08029838295819443,0.05477495593123198,0.05057091245136353,True
trial_0015_bite_013_withdrawal,trial_0015_bite_013,trial_0015,withdrawal,contextual_promp,-0.04510354827444753,0.10962389270870583,0.09407743484611936,0.17072557906804964,0.17785729993797317,0.10707438886108603,0.09606295739954276,True
trial_0015_bite_014_transfer,trial_0015_bite_014,trial_0015,transfer,retrieval,0.0012104478596214711,0.02384563238931893,0.021071414504844503,0.038180760001591096,0.039483865936917995,0.05036737621190331,0.04235686114611567,True
trial_0015_bite_014_transfer,trial_0015_bite_014,trial_0015,transfer,contextual_promp,0.0012104478596214711,0.009498199810249339,0.007619861322287564,0.017400151149899405,0.021249422080440727,0.04938482684746946,0.04244919955844047,True
trial_0015_bite_014_withdrawal,trial_0015_bite_014,trial_0015,withdrawal,retrieval,-0.046485456412339476,0.17599808472997616,0.13781103363248462,0.2692953066602558,0.28066064459411266,0.10047700247172865,0.08516975897817809,True
trial_0015_bite_014_withdrawal,trial_0015_bite_014,trial_0015,withdrawal,contextual_promp,-0.046485456412339476,0.13413804721452435,0.10788767625459081,0.2063497718825717,0.2098623256973811,0.062421304386600825,0.057270343004280244,True
trial_0015_bite_015_transfer,trial_0015_bite_015,trial_0015,transfer,retrieval,-0.007831991066542105,0.0659794576453118,0.05762413477787847,0.10356806726791556,0.10582253888099173,0.027066809819270968,0.022655022143949346,True
trial_0015_bite_015_transfer,trial_0015_bite_015,trial_0015,transfer,contextual_promp,-0.007831991066542105,0.04531075393884392,0.04239156186001879,0.06601537261467821,0.0688984716565295,0.017968491064557387,0.014654580055718942,True
trial_0015_bite_015_withdrawal,trial_0015_bite_015,trial_0015,withdrawal,retrieval,-0.04051664418173728,0.1046791607646098,0.08524107535014967,0.1922455102804348,0.19846006989858728,0.1345500797109963,0.12146130396776958,True
trial_0015_bite_015_withdrawal,trial_0015_bite_015,trial_0015,withdrawal,contextual_promp,-0.04051664418173728,0.10050196271605297,0.09038613187738914,0.1407226622829003,0.1429322756014903,0.13521374594185703,0.12660947613125345,True
trial_0015_bite_016_transfer,trial_0015_bite_016,trial_0015,transfer,retrieval,-0.02966526997325829,0.03273261476776968,0.02684287240247572,0.054133797633588,0.058284263020126126,0.046137744287236965,0.03781392073996659,True
