strategy,reference,source_valid_frames,bite_mean_common_success_frames,psi_rmse,psi_mae,psi_p95,psi_max,q_mean,q_rms,q_p95,q_joint1_mae,q_joint2_mae,q_joint3_mae,q_joint4_mae,q_joint5_mae,q_joint6_mae,q_joint7_mae,elbow_mean,elbow_median,elbow_p95,elbow_max,plane_mean,plane_median,plane_p95,plane_max,scope,take,support_bites,support_common_success_frames
B0,HumanGT,124.82692307692308,123.1923076923077,0.12032108099566415,0.09901322811619936,0.1908993870814111,0.1979776181981878,0.2282157123232437,0.3398782885921673,0.6459492202602125,0.04268414916176301,0.053869618454367725,0.1270031046114572,0.030722511433280936,0.09264491093920522,0.07367889468763289,0.06668010623906219,0.02985419741958806,0.030024432344105543,0.058215138702703034,0.060387853181388965,0.09901322816967316,0.10090127931476256,0.19089938708141027,0.1979776181982178,take,trial_0019,26,6406
B1,HumanGT,124.82692307692308,123.4423076923077,0.12640244269116102,0.10773740943425804,0.19443387126940945,0.20129265048556644,0.22334137242853203,0.3206275696693626,0.5890936688905811,0.047876391262671875,0.055494538919008386,0.12505890673048992,0.01932098868000716,0.10268347049699776,0.07784552707686908,0.0579479659717044,0.03160750946638431,0.03398849042684291,0.057557972933045654,0.0596548934610968,0.10773740948751795,0.1163496718357882,0.19443387126939377,0.2012926504855702,take,trial_0019,26,6419
B2,HumanGT,124.82692307692308,123.8076923076923,0.08388139050033941,0.07106553481592794,0.13485779692443361,0.14058953261571336,0.1321306688745191,0.18406452591653666,0.3092550396100621,0.03269538333551828,0.03646947154596856,0.07405900666154706,0.006553140137414713,0.052194622678257176,0.0510613710461694,0.03758279525637086,0.021197932421099845,0.020817342240836874,0.0405058437631913,0.042250628061383695,0.07106553486908132,0.0696240929481158,0.13485779692443092,0.14058953261571144,take,trial_0019,26,6438
B3,HumanGT,124.82692307692308,123.8076923076923,0.08312836907404497,0.07169545136080324,0.13055602132757568,0.13987205631168534,0.13487604456557062,0.18686124574132276,0.3885213267550948,0.03241564899220412,0.0371225622914196,0.0761240210647764,0.007320250523475777,0.052915803015553556,0.05200758146351285,0.037141259857982695,0.02135895736702314,0.021623362984805657,0.03929124829383257,0.04221574837155673,0.07169545141394283,0.07251378785987157,0.1305560213275676,0.1398720563116853,take,trial_0019,26,6438
H_star,HumanGT,124.82692307692308,123.8076923076923,0.0755570031535571,0.06427115531749149,0.12237348127832265,0.130765024542537,0.12264186060052543,0.17496502126505534,0.37581473606079324,0.028352843215924746,0.03395125328678011,0.06931901909403979,0.007180862955344699,0.04819628782170822,0.04707126766415352,0.03297563084581652,0.019193924281869747,0.01898927533073893,0.03709537769296879,0.03971371859464856,0.06427115537062435,0.06392642254272898,0.12237348127832434,0.13076502454253497,take,trial_0019,26,6438
RobotSmooth,HumanGT,124.82692307692308,123.8076923076923,0.12513604344461626,0.10195549973085075,0.2007614916783029,0.20963742113619668,0.18307816547699657,0.24602625248475743,0.4756104184766655,0.045942514725140104,0.052997421433826804,0.09955039917206007,0.007714649034453674,0.07032827903337227,0.06806502867648746,0.061343312567800005,0.030668643913822444,0.0301933270640399,0.061105292237081575,0.06384179258101713,0.10195549978398268,0.10146953792672683,0.20076149167829888,0.20963742113620445,take,trial_0019,26,6438
StrongLocal,HumanGT,124.82692307692308,123.8076923076923,0.07697420301383678,0.06591336946473156,0.12278448204195767,0.12975382225884788,0.12471200562672222,0.1752166957346697,0.3290002982476903,0.030261139956138248,0.034104349739156076,0.07013731404008844,0.00685263080858406,0.04886016254355954,0.0472873787038304,0.03540289928035202,0.019732817175114346,0.019685272608288326,0.0371730046921246,0.039347776736660935,0.06591336951786071,0.06581838453744696,0.12278448204194944,0.12975382225885068,take,trial_0019,26,6438
B0,HumanGT,120.1842105263158,120.1842105263158,0.2482777459618111,0.20238761138061437,0.3655428606952471,0.37113688382578736,0.4568431755982199,0.6720289865922928,1.2525071820989628,0.1386068916344509,0.13052867776936886,0.25734900522732695,0.018028946421080196,0.19694072633889614,0.12603404553377445,0.1319699562399825,0.05325215646842391,0.05920817629030592,0.09752165295555877,0.09873651138494675,0.2023876114232684,0.22513120385676913,0.36554286069528646,0.37113688382578197,take,trial_0020,19,4567
B1,HumanGT,120.1842105263158,120.1842105263158,0.24716157656068946,0.20473320424554506,0.35901211652320164,0.3631152830978503,0.4257163314931134,0.5880041630795854,1.0807233692798504,0.11128416229186176,0.10176873558236899,0.24074513841731227,0.012592068472323803,0.19528760789107816,0.1305725129495194,0.1294565894992483,0.05185226183604183,0.057087755699741546,0.09297828754658574,0.0940340435264169,0.20473320428819675,0.2255989310282168,0.35901211652319076,0.363115283097806,take,trial_0020,19,4567
B2,HumanGT,120.1842105263158,120.1842105263158,0.1276785571709436,0.1051478251037815,0.1867939128632996,0.19058019507000734,0.18102734210320134,0.2189854189630428,0.3222999818734367,0.051403132294367444,0.040407117892587295,0.1064927766102,0.002027039145894142,0.08317111339156275,0.0636710865216537,0.05636383964785855,0.02820621010056145,0.033044387657155255,0.05108592954378512,0.05207757475375712,0.10514782514643713,0.12344069969952781,0.18679391286329744,0.1905801950700076,take,trial_0020,19,4567
B3,HumanGT,120.1842105263158,120.1842105263158,0.12319764726563166,0.09911120779891587,0.19095335137130887,0.19847645906886693,0.17083337968667767,0.2115551222131863,0.3291089259737887,0.048634463141353425,0.037344577472306774,0.09977132670254077,0.0019113150571223253,0.07995926320296223,0.05797541655877382,0.05501229128408405,0.026502330249778674,0.027348288325779353,0.05178958996749741,0.05373720664386572,0.09911120784156581,0.1033635111571796,0.19095335137130717,0.19847645906887038,take,trial_0020,19,4567
H_star,HumanGT,120.1842105263158,120.1842105263158,0.12134255735292146,0.09879908994571401,0.19114839477289552,0.19813194957614913,0.1704554519911472,0.2090592855174152,0.3317890593548336,0.04922195346798181,0.03739624623398876,0.09964313963649911,0.001940785862190507,0.07896143122254023,0.05902541878202207,0.054353251836982336,0.026599560235853123,0.028025718761542313,0.05178038981955261,0.05353729497694158,0.0987990899883657,0.10246389785958411,0.19114839477289103,0.1981319495761445,take,trial_0020,19,4567
RobotSmooth,HumanGT,120.1842105263158,120.1842105263158,0.19706467751815487,0.16186595311165847,0.30140568596228534,0.31769081107344344,0.2829023765741025,0.3436725243386393,0.5272455724317161,0.06971627154424058,0.06521537132433389,0.16972297114850984,0.0030249642106866675,0.1403755671275162,0.09524796014203248,0.07968024877960296,0.04106609721935903,0.04567876617767085,0.07982272942175463,0.08517903278786071,0.16186595315430824,0.1815679730142948,0.30140568596227346,0.317690811073426,take,trial_0020,19,4567
StrongLocal,HumanGT,120.1842105263158,120.1842105263158,0.13021213543194177,0.10637486973934444,0.19591113315242314,0.20135356342376629,0.18480997056037052,0.22550099467201845,0.34072961619123093,0.04984269976761762,0.04000452087251378,0.10974676346208546,0.002068242244472572,0.08926650839535669,0.062225127723124066,0.05615784299782426,0.02765919314783202,0.029284627230632472,0.05214398852509467,0.05350076187383264,0.1063748697819905,0.11416561487703206,0.19591113315241712,0.2013535634237589,take,trial_0020,19,4567
